,Player ID,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente,Partido,Edad,Genero,Jugador,Player_ID_new
5176,48,6,27,3,60,12,75,4,4,3,C,7,35,18,12,6,D,6,<18,Femenino,Stacey,48
5177,128,11,10,16,75,40,73,61,3,2,A,10,26,26,19,26,R,6,<18,Femenino,Andrea,128
5178,129,0,17,12,7,59,11,85,1,0,B,12,34,11,6,15,D,6,<18,Femenino,Kayla,129
5179,78,43,28,0,10,63,40,93,7,3,A,6,10,0,12,15,R,6,<18,Masculino,Robert,78
5180,40,34,7,21,88,18,3,69,6,0,C,10,11,20,8,9,D,6,<18,Masculino,Andrew,40
5181,130,4,6,5,98,79,74,7,9,4,C,8,31,14,19,23,D,6,<18,Masculino,Casey,130
5182,41,22,6,8,39,71,33,51,10,3,A,2,18,10,3,30,R,6,<18,Femenino,Ashley,41
5183,131,32,16,12,25,14,5,94,6,3,C,4,3,37,2,30,D,6,<18,Femenino,Brandi,131
5184,132,0,26,25,82,93,54,42,2,1,A,4,2,37,16,10,D,6,<18,Masculino,Joel,132
5185,133,6,0,22,82,48,14,11,3,1,C,17,7,2,9,19,D,6,<18,Femenino,Haley,133
5186,134,32,5,25,7,50,35,10,7,3,C,4,14,44,10,29,R,6,<18,Masculino,Brian,134
5187,135,16,17,25,83,95,38,1,6,4,B,1,33,25,12,7,R,6,<18,Masculino,Peter,135
5188,36,27,29,21,80,16,71,37,3,3,B,11,16,4,19,26,R,6,<18,Masculino,Benjamin,36
5189,136,18,8,15,21,69,70,54,0,0,C,7,23,34,2,2,R,6,<18,Masculino,Gregory,136
5190,137,26,2,23,73,51,56,7,5,4,A,7,9,37,20,17,D,6,<18,Femenino,Denise,137
5191,15,32,27,2,85,2,92,68,10,3,A,5,7,33,3,5,R,6,<18,Masculino,David,15
5192,79,8,27,17,41,49,7,91,1,2,B,0,33,39,6,13,R,6,<18,Masculino,Edward,79
5193,138,38,0,12,74,12,47,96,8,0,A,5,13,2,11,25,R,6,<18,Femenino,Margaret,138
5194,139,25,29,12,63,19,16,72,8,1,B,12,9,36,10,0,R,6,<18,Masculino,Thomas,139
5195,24,1,2,6,99,73,5,100,4,2,A,17,5,5,9,14,D,6,<18,Masculino,Christopher,24
5196,128,42,12,22,62,56,45,19,6,1,C,5,6,23,3,21,R,6,<18,Femenino,Andrea,128
5197,140,20,2,8,90,48,21,60,6,2,A,16,24,45,9,10,D,6,<18,Femenino,Cheryl,140
5198,141,31,30,17,26,32,86,82,2,4,C,8,28,9,19,16,D,6,<18,Masculino,Philip,141
5199,62,3,25,9,26,43,70,72,4,3,C,1,18,33,3,29,D,6,<18,Femenino,Teresa,62
5200,115,8,0,5,90,94,30,43,3,0,B,0,34,12,1,21,D,6,18-30,Masculino,Jason,115
5201,142,10,17,11,90,5,22,64,7,0,B,6,32,46,3,21,D,6,18-30,Femenino,Veronica,142
5202,80,24,11,24,5,90,2,51,6,2,C,9,16,25,2,16,R,6,18-30,Masculino,John,80
5203,12,38,5,5,43,60,51,59,3,4,B,14,31,3,17,14,D,6,18-30,Masculino,Brandon,12
5204,3,5,21,23,33,66,21,70,2,0,B,16,1,7,13,24,R,6,18-30,Femenino,Patricia,3
5205,57,43,12,18,92,5,54,57,5,1,B,11,5,32,15,16,D,6,18-30,Femenino,Kimberly,57
5206,143,28,15,1,81,51,7,29,1,0,C,18,24,7,7,30,D,6,18-30,Femenino,Susan,143
5207,15,11,9,6,62,87,47,75,8,1,C,15,31,15,12,6,D,6,18-30,Masculino,David,15
5208,144,19,20,2,87,77,47,49,4,4,C,17,11,50,9,0,D,6,18-30,Femenino,Sheri,144
5209,145,9,29,24,91,15,42,79,2,3,A,7,19,6,2,7,R,6,18-30,Femenino,Tonya,145
5210,126,17,4,1,38,2,9,64,3,2,C,5,17,7,11,12,R,6,18-30,Femenino,Nancy,126
5211,38,45,10,25,61,13,12,25,9,2,A,15,28,42,12,14,R,6,18-30,Masculino,Justin,38
5212,15,13,11,7,72,51,33,20,9,0,B,12,2,25,9,24,R,6,18-30,Masculino,David,15
5213,108,50,7,15,99,74,29,2,10,3,A,1,23,17,1,23,D,6,18-30,Masculino,Michael,108
5214,111,47,8,20,30,99,82,4,8,0,A,7,4,22,13,23,R,6,18-30,Femenino,Amanda,111
5215,16,35,13,6,40,54,13,55,9,1,B,2,9,34,4,4,R,6,18-30,Femenino,Michelle,16
5216,146,1,26,13,32,41,15,24,2,4,C,12,31,42,15,1,D,6,18-30,Femenino,Lindsey,146
5217,147,29,25,4,5,53,89,26,9,4,C,5,4,19,16,15,D,6,18-30,Femenino,Judith,147
5218,108,43,4,9,91,31,0,52,10,2,C,18,1,18,2,27,R,6,18-30,Masculino,Michael,108
5219,148,30,25,3,48,24,81,51,5,0,C,1,10,44,8,29,R,6,18-30,Femenino,Kathy,148
5220,149,2,6,22,74,39,67,1,9,4,A,4,20,34,20,16,D,6,18-30,Masculino,Jose,149
5221,150,45,0,5,72,66,16,94,0,3,C,4,23,15,6,30,D,6,18-30,Masculino,Leonard,150
5222,107,0,18,16,56,31,71,81,9,4,B,14,24,8,10,26,D,6,18-30,Femenino,Michele,107
5223,111,32,9,0,92,53,63,55,1,3,C,5,9,37,0,4,R,6,18-30,Femenino,Amanda,111
5224,41,11,20,10,67,52,8,67,4,0,C,0,6,4,20,8,D,6,18-30,Femenino,Ashley,41
5225,45,0,29,2,14,79,89,42,8,0,A,8,25,29,9,17,D,6,18-30,Femenino,Cynthia,45
5226,111,21,8,6,40,21,89,81,1,4,A,8,11,32,9,11,D,6,18-30,Femenino,Amanda,111
5227,20,26,1,13,14,56,6,93,3,4,C,18,23,8,4,0,R,6,18-30,Femenino,Jessica,20
5228,151,4,4,13,14,89,77,89,5,2,A,1,26,50,6,12,R,6,18-30,Masculino,Luke,151
5229,108,23,21,13,24,27,29,93,1,1,A,6,7,19,20,12,D,6,18-30,Masculino,Michael,108
5230,93,2,24,13,94,75,97,97,6,2,B,9,34,10,14,19,R,6,18-30,Masculino,Mark,93
5231,127,39,19,17,8,72,54,13,7,1,C,13,2,0,7,14,R,6,18-30,Femenino,Melissa,127
5232,152,49,11,20,50,16,60,94,2,1,C,0,35,17,16,0,D,6,18-30,Femenino,Jodi,152
5233,153,23,12,1,35,12,62,31,0,0,C,12,11,0,2,4,R,6,18-30,Masculino,Eric,153
5234,115,29,7,11,6,7,97,55,6,2,C,10,4,7,5,10,D,6,18-30,Masculino,Jason,115
5235,40,37,9,25,16,70,87,65,6,0,C,16,29,46,10,30,D,6,18-30,Masculino,Andrew,40
5236,49,5,25,25,47,48,21,34,1,4,B,5,21,42,17,9,R,6,18-30,Femenino,Dana,49
5237,70,38,1,15,2,75,60,4,7,4,A,13,7,46,14,23,D,6,18-30,Femenino,Lauren,70
5238,8,27,26,12,1,7,26,11,7,1,A,12,35,11,14,11,D,6,18-30,Masculino,James,8
5239,154,36,0,22,75,56,22,67,1,2,B,6,20,25,0,27,D,6,18-30,Masculino,Javier,154
5240,11,14,22,3,73,86,64,44,7,2,B,7,23,32,15,27,D,6,18-30,Masculino,Matthew,11
5241,115,2,27,24,9,56,48,68,6,4,C,14,0,20,1,20,D,6,18-30,Masculino,Jason,115
5242,151,23,1,6,25,15,84,80,0,3,C,1,11,8,1,27,D,6,18-30,Masculino,Luke,151
5243,155,35,18,15,3,18,76,12,6,3,B,13,2,50,11,20,D,6,18-30,Masculino,Nathaniel,155
5244,13,49,9,19,43,34,100,66,10,4,B,5,16,25,8,0,R,6,18-30,Femenino,Emily,13
5245,67,30,11,1,93,100,1,82,0,2,B,14,33,10,14,7,D,6,18-30,Masculino,William,67
5246,156,45,11,13,0,73,93,45,7,1,B,6,16,9,2,14,R,6,18-30,Femenino,Misty,156
5247,157,41,10,4,74,89,84,51,7,1,C,9,21,36,16,20,R,6,18-30,Femenino,Dominique,157
5248,158,22,15,22,11,71,19,0,6,0,B,16,4,40,15,17,R,6,18-30,Femenino,Nicole,158
5249,159,43,10,21,22,17,66,80,7,4,A,5,16,1,1,15,R,6,18-30,Femenino,Diana,159
5250,160,43,24,9,56,81,52,2,10,3,C,18,13,46,2,30,R,6,18-30,Femenino,Brenda,160
5251,161,34,9,0,37,21,85,61,4,4,C,1,10,7,15,13,R,6,18-30,Femenino,Holly,161
5252,127,40,23,15,52,18,34,60,3,2,B,0,10,25,3,12,R,6,18-30,Femenino,Melissa,127
5253,162,47,4,7,35,53,41,5,9,1,C,12,34,14,3,5,D,6,18-30,Femenino,Ashlee,162
5254,65,35,11,7,39,38,68,84,3,2,A,3,7,45,17,0,R,6,18-30,Masculino,Richard,65
5255,163,1,23,14,66,2,15,29,5,1,A,6,32,24,13,10,R,6,18-30,Masculino,Zachary,163
5256,164,39,20,10,69,67,13,95,2,4,C,4,26,7,13,2,R,6,18-30,Masculino,Dustin,164
5257,165,37,10,3,38,32,59,21,3,4,C,18,14,34,10,29,D,6,18-30,Masculino,Marcus,165
5258,11,13,19,21,69,32,27,26,1,3,C,1,3,10,10,9,D,6,18-30,Masculino,Matthew,11
5259,10,36,5,10,94,4,38,35,2,2,C,10,36,50,20,13,R,6,18-30,Femenino,Kathleen,10
5260,166,45,23,21,4,18,28,90,10,1,A,18,31,48,1,0,R,6,18-30,Femenino,Taylor,166
5261,167,43,3,15,75,26,43,36,5,0,A,17,34,2,3,7,R,6,18-30,Femenino,Renee,167
5262,165,45,30,24,81,100,52,99,4,1,A,6,28,30,0,19,R,6,18-30,Masculino,Marcus,165
5263,12,27,10,24,12,13,42,92,5,3,B,18,24,18,14,11,D,6,18-30,Masculino,Brandon,12
5264,111,35,15,9,83,5,92,87,7,4,C,0,31,1,15,24,D,6,18-30,Femenino,Amanda,111
5265,168,42,16,18,29,68,60,45,0,4,C,14,10,49,19,22,D,6,18-30,Masculino,Jon,168
5266,169,25,30,10,44,91,70,58,6,2,B,7,26,16,11,6,R,6,18-30,Masculino,Derek,169
5267,26,40,1,22,69,81,75,88,2,4,C,7,36,38,7,1,D,6,18-30,Femenino,Brianna,26
5268,170,33,29,6,44,96,97,34,9,3,B,16,19,40,10,0,R,6,18-30,Masculino,Lonnie,170
5269,108,14,6,2,77,80,88,82,2,2,A,3,20,30,15,24,D,6,18-30,Masculino,Michael,108
5270,171,38,30,17,80,73,16,81,0,4,A,16,19,36,0,17,D,6,18-30,Femenino,Christine,171
5271,86,13,4,9,28,65,100,61,4,0,B,13,23,23,10,17,R,6,18-30,Masculino,Jared,86
5272,67,49,9,16,77,35,42,50,8,2,A,17,11,6,8,18,R,6,18-30,Masculino,William,67
5273,172,39,18,7,90,70,89,68,3,4,A,10,33,24,8,1,D,6,18-30,Masculino,Tom,172
5274,173,6,16,7,94,71,62,87,1,2,B,15,11,35,16,30,D,6,18-30,Femenino,Kelli,173
5275,174,7,14,12,82,72,21,21,5,4,B,4,24,44,4,27,D,6,18-30,Femenino,Chloe,174
5276,134,42,1,10,60,90,3,80,1,1,B,15,29,2,11,28,D,6,18-30,Masculino,Brian,134
5277,5,16,3,15,39,26,98,69,10,3,C,6,24,32,14,5,R,6,18-30,Masculino,Jeffrey,5
5278,111,46,29,17,61,0,15,3,0,2,B,9,14,34,2,5,D,6,18-30,Femenino,Amanda,111
5279,15,11,4,14,89,41,100,47,9,4,B,13,24,28,17,6,D,6,18-30,Masculino,David,15
5280,57,2,10,2,77,79,97,45,4,1,C,16,25,24,6,6,D,6,18-30,Femenino,Kimberly,57
5281,42,35,10,12,54,36,35,92,1,4,A,10,29,39,4,13,D,6,18-30,Femenino,Jennifer,42
5282,126,37,18,0,64,78,36,17,8,1,B,17,10,26,9,16,D,6,18-30,Femenino,Nancy,126
5283,124,14,12,24,31,32,73,16,0,4,A,7,8,1,18,13,R,6,18-30,Masculino,Cody,124
5284,175,27,3,4,100,13,99,91,3,1,B,1,23,8,9,22,D,6,18-30,Femenino,Angela,175
5285,65,34,26,20,71,37,7,24,7,2,A,11,29,21,6,20,R,6,18-30,Masculino,Richard,65
5286,149,16,25,15,85,33,40,10,1,4,C,12,21,11,6,10,R,6,18-30,Masculino,Jose,149
5287,176,49,30,23,10,1,18,90,7,4,B,6,7,16,1,17,D,6,18-30,Femenino,April,176
5288,33,6,4,23,12,99,18,44,8,4,C,4,13,39,1,8,R,6,18-30,Masculino,Joseph,33
5289,90,7,12,12,98,96,60,93,6,4,B,17,12,21,18,11,D,6,18-30,Masculino,Jonathan,90
5290,177,25,23,20,44,15,74,19,9,3,A,7,6,21,2,20,D,6,18-30,Femenino,Stacy,177
5291,7,45,28,9,19,67,43,98,3,3,B,15,16,10,15,25,D,6,18-30,Femenino,Samantha,7
5292,178,45,11,4,38,38,87,2,9,2,C,2,21,21,7,13,D,6,18-30,Femenino,Brittany,178
5293,159,38,4,18,15,23,65,55,9,3,A,6,5,16,6,21,R,6,18-30,Femenino,Diana,159
5294,8,20,12,13,99,28,90,16,0,1,B,1,3,41,8,15,R,6,18-30,Masculino,James,8
5295,63,27,22,6,53,44,6,36,5,4,C,11,29,28,8,6,D,6,18-30,Masculino,Keith,63
5296,78,5,3,3,78,8,61,86,5,1,B,0,23,43,5,18,R,6,18-30,Masculino,Robert,78
5297,28,0,16,11,99,71,84,36,2,2,A,18,7,14,16,7,R,6,18-30,Masculino,Timothy,28
5298,83,9,6,25,70,42,63,72,9,3,A,0,5,50,18,11,D,6,18-30,Femenino,Christina,83
5299,179,4,26,23,89,83,89,72,2,0,B,11,2,47,19,10,R,6,18-30,Femenino,Catherine,179
5300,35,13,30,23,21,35,19,35,6,3,A,11,18,8,16,3,R,6,18-30,Masculino,Joe,35
5301,113,5,8,0,77,0,18,63,0,0,B,0,13,1,6,15,D,6,18-30,Femenino,Sarah,113
5302,180,37,25,17,16,98,37,1,5,2,B,12,7,40,15,9,R,6,18-30,Femenino,Tina,180
5303,181,18,22,2,36,47,75,75,5,0,A,15,12,14,4,15,D,6,18-30,Femenino,Felicia,181
5304,90,46,7,14,12,90,39,46,1,4,B,4,1,29,0,13,D,6,18-30,Masculino,Jonathan,90
5305,67,48,24,4,58,14,87,46,1,3,C,8,36,38,6,5,R,6,18-30,Masculino,William,67
5306,182,44,23,22,55,44,66,57,9,2,C,4,7,32,14,20,D,6,18-30,Masculino,Tony,182
5307,83,5,10,18,39,62,43,46,10,2,B,16,12,46,4,22,R,6,18-30,Femenino,Christina,83
5308,183,25,27,5,37,38,37,83,7,0,B,11,4,45,20,18,R,6,18-30,Femenino,Lori,183
5309,180,50,25,6,74,54,76,54,3,1,B,18,29,34,15,20,D,6,18-30,Femenino,Tina,180
5310,50,42,12,4,68,62,43,34,7,4,C,3,21,38,6,16,D,6,18-30,Masculino,Alec,50
5311,94,39,3,18,13,39,51,82,2,2,B,3,13,21,1,24,R,6,18-30,Femenino,Sandra,94
5312,184,25,23,23,57,82,93,13,5,4,C,8,11,43,20,13,R,6,18-30,Femenino,Annette,184
5313,128,36,4,24,88,2,46,75,0,2,A,3,0,19,17,3,R,6,18-30,Femenino,Andrea,128
5314,185,28,28,1,34,33,17,52,9,3,C,14,31,27,5,15,D,6,18-30,Femenino,Carrie,185
5315,186,19,15,14,23,81,35,57,7,2,A,7,1,35,11,10,D,6,18-30,Femenino,Bailey,186
5316,62,34,17,25,72,82,18,80,8,4,C,3,11,27,0,25,D,6,18-30,Femenino,Teresa,62
5317,108,6,7,24,57,82,46,9,7,2,A,8,24,39,16,10,R,6,18-30,Masculino,Michael,108
5318,187,41,20,24,42,26,97,11,2,3,B,10,11,11,13,10,D,6,18-30,Masculino,Frederick,187
5319,78,49,29,8,6,47,86,16,5,0,C,10,29,17,10,18,D,6,18-30,Masculino,Robert,78
5320,175,37,22,11,46,28,60,2,3,2,C,4,23,0,14,11,D,6,18-30,Femenino,Angela,175
5321,154,14,6,25,56,32,14,52,6,3,B,1,32,20,8,2,D,6,18-30,Masculino,Javier,154
5322,108,43,1,12,25,0,86,84,3,4,B,15,5,31,18,0,D,6,18-30,Masculino,Michael,108
5323,188,7,17,6,0,78,6,43,3,2,C,0,12,15,3,0,D,6,18-30,Femenino,Vickie,188
5324,140,35,19,21,87,91,68,18,8,3,B,1,28,16,15,22,R,6,18-30,Femenino,Cheryl,140
5325,78,24,19,22,52,81,89,24,0,4,A,7,2,6,6,23,R,6,18-30,Masculino,Robert,78
5326,94,28,26,24,97,50,87,41,2,3,C,11,29,23,20,19,D,6,18-30,Femenino,Sandra,94
5327,119,16,9,6,77,84,4,73,1,0,C,16,4,5,3,14,R,6,18-30,Femenino,Bianca,119
5328,38,42,22,6,35,84,62,94,2,4,B,11,17,21,9,0,D,6,18-30,Masculino,Justin,38
5329,164,11,17,9,25,19,24,72,3,4,B,7,31,16,2,24,D,6,18-30,Masculino,Dustin,164
5330,189,0,18,3,14,14,9,8,3,2,A,4,7,37,9,1,R,6,18-30,Femenino,Jean,189
5331,73,47,12,20,2,71,8,5,3,1,B,4,4,19,8,3,D,6,18-30,Femenino,Elizabeth,73
5332,81,4,26,2,61,100,21,48,2,4,C,11,2,3,18,12,R,6,18-30,Femenino,Beth,81
5333,190,44,11,4,96,81,96,77,9,3,A,11,19,24,4,29,D,6,18-30,Masculino,Carlos,190
5334,108,36,8,5,91,46,0,45,0,3,B,2,15,9,19,3,R,6,18-30,Masculino,Michael,108
5335,191,14,29,9,94,26,42,12,10,1,A,11,24,35,8,25,D,6,18-30,Femenino,Erika,191
5336,108,23,6,2,65,64,23,15,0,3,B,2,23,13,6,1,D,6,18-30,Masculino,Michael,108
5337,70,2,21,25,37,35,33,26,3,3,C,5,17,3,19,18,D,6,18-30,Femenino,Lauren,70
5338,29,20,27,3,48,19,44,80,10,3,C,2,14,7,16,26,D,6,18-30,Femenino,Stephanie,29
5339,78,42,18,3,84,41,62,78,10,1,A,0,5,24,2,18,D,6,18-30,Masculino,Robert,78
5340,103,46,6,2,43,24,40,97,5,1,B,6,21,22,11,17,R,6,18-30,Masculino,Shawn,103
5341,192,48,19,1,64,44,60,70,3,3,A,10,15,34,0,4,R,6,18-30,Femenino,Lisa,192
5342,33,50,4,5,23,53,66,41,0,0,A,6,3,47,16,29,D,6,18-30,Masculino,Joseph,33
5343,18,15,2,14,38,91,38,69,1,0,B,6,29,18,2,18,R,6,18-30,Masculino,Randy,18
5344,42,5,24,24,2,12,60,67,8,0,C,13,24,44,2,11,D,6,18-30,Femenino,Jennifer,42
5345,193,38,8,1,46,33,48,77,4,1,A,3,10,20,16,0,R,6,18-30,Masculino,Juan,193
5346,188,10,2,10,43,3,83,17,7,2,B,6,16,24,4,24,D,6,18-30,Femenino,Vickie,188
5347,36,26,18,0,92,73,69,94,8,2,C,11,19,22,11,28,D,6,18-30,Masculino,Benjamin,36
5348,78,36,4,25,95,16,50,54,5,1,B,13,23,10,9,27,D,6,18-30,Masculino,Robert,78
5349,11,20,4,14,47,53,8,11,7,2,B,7,2,30,15,17,R,6,18-30,Masculino,Matthew,11
5350,194,42,16,13,71,28,19,28,5,1,A,10,19,19,13,27,R,6,18-30,Femenino,Courtney,194
5351,107,28,20,20,71,73,76,67,5,1,C,10,11,43,10,6,D,6,18-30,Femenino,Michele,107
5352,142,1,16,4,89,33,84,0,4,0,B,13,7,47,18,13,R,6,18-30,Femenino,Veronica,142
5353,195,41,27,4,59,74,68,91,4,0,A,4,2,35,16,3,D,6,18-30,Femenino,Karen,195
5354,196,29,25,3,81,91,39,27,2,4,A,9,14,47,19,4,R,6,18-30,Femenino,Kristin,196
5355,197,38,22,15,42,89,64,64,7,4,A,6,20,23,11,24,R,6,18-30,Masculino,Bryan,197
5356,198,18,7,4,41,57,22,83,10,1,B,5,23,3,13,1,R,6,18-30,Femenino,Marie,198
5357,40,43,9,24,14,49,23,79,1,4,C,7,30,19,14,26,D,6,18-30,Masculino,Andrew,40
5358,199,44,13,4,56,97,9,12,6,0,A,18,34,38,9,11,R,6,18-30,Masculino,Troy,199
5359,200,35,1,2,60,80,59,87,8,4,A,15,8,46,14,6,R,6,18-30,Masculino,Devin,200
5360,150,36,0,12,69,89,84,26,3,1,A,14,10,15,1,20,R,6,18-30,Masculino,Leonard,150
5361,201,24,9,11,24,7,51,58,2,2,A,0,15,0,16,27,R,6,18-30,Masculino,Dennis,201
5362,192,7,18,14,74,28,51,33,4,4,A,13,22,12,0,25,R,6,18-30,Femenino,Lisa,192
5363,4,32,14,12,24,41,19,52,8,2,A,2,10,19,5,21,D,6,18-30,Masculino,Daniel,4
5364,202,3,23,10,25,71,88,34,2,0,B,7,4,16,13,19,D,6,18-30,Masculino,Maxwell,202
5365,4,47,26,22,96,10,77,91,0,0,C,16,19,3,10,26,D,6,18-30,Masculino,Daniel,4
5366,80,8,17,4,28,72,27,56,0,4,B,4,24,11,5,24,R,6,18-30,Masculino,John,80
5367,203,10,2,2,66,92,88,24,3,1,A,8,4,41,9,23,R,6,18-30,Femenino,Shelby,203
5368,146,5,27,25,36,23,70,32,1,1,C,0,7,17,9,30,D,6,18-30,Femenino,Lindsey,146
5369,67,29,25,25,45,35,56,9,5,0,A,5,35,0,19,0,D,6,18-30,Masculino,William,67
5370,24,20,6,2,3,69,26,21,10,4,A,4,27,2,0,4,D,6,18-30,Masculino,Christopher,24
5371,117,9,12,19,29,59,11,30,5,1,A,6,18,42,2,2,R,6,18-30,Femenino,Shawna,117
5372,204,0,1,5,67,22,32,88,7,0,B,0,4,32,15,19,R,6,18-30,Masculino,Anthony,204
5373,41,23,0,12,91,24,18,50,4,4,B,8,11,23,16,9,R,6,18-30,Femenino,Ashley,41
5374,79,19,8,14,54,99,93,40,10,4,B,7,4,7,17,7,R,6,18-30,Masculino,Edward,79
5375,15,3,20,7,41,13,75,50,10,3,C,18,31,39,17,24,D,6,18-30,Masculino,David,15
5376,80,24,2,24,46,25,41,71,1,0,A,16,21,1,15,12,R,6,18-30,Masculino,John,80
5377,205,0,9,14,26,72,99,17,8,1,A,5,5,17,9,16,D,6,18-30,Femenino,Regina,205
5378,65,50,18,9,36,48,18,11,2,4,B,15,15,37,9,11,D,6,18-30,Masculino,Richard,65
5379,7,4,25,3,51,49,62,38,10,3,C,8,31,34,6,13,D,6,18-30,Femenino,Samantha,7
5380,11,1,14,16,53,70,13,42,7,4,C,3,20,45,1,24,R,6,18-30,Masculino,Matthew,11
5381,90,14,23,6,51,80,13,48,1,0,C,13,22,40,17,22,D,6,18-30,Masculino,Jonathan,90
5382,53,44,3,4,43,25,37,19,4,2,C,8,17,40,3,26,R,6,18-30,Femenino,Debra,53
5383,28,14,8,3,9,87,87,30,5,4,C,3,13,30,9,2,R,6,18-30,Masculino,Timothy,28
5384,192,11,15,13,5,16,9,73,5,2,C,7,10,6,15,18,R,6,18-30,Femenino,Lisa,192
5385,56,23,2,25,57,56,3,32,1,3,C,1,14,10,18,22,R,6,18-30,Masculino,Kevin,56
5386,109,36,26,9,13,78,29,16,1,3,B,10,25,30,5,12,D,6,18-30,Masculino,Aaron,109
5387,206,11,21,16,71,66,28,29,10,1,C,12,5,32,18,25,D,6,18-30,Masculino,Dakota,206
5388,4,50,5,22,90,69,70,33,8,2,C,5,8,13,10,0,D,6,18-30,Masculino,Daniel,4
5389,182,26,3,12,11,42,79,53,10,0,A,12,14,31,18,4,D,6,18-30,Masculino,Tony,182
5390,124,46,27,19,95,63,42,91,2,4,C,10,35,13,3,3,R,6,18-30,Masculino,Cody,124
5391,12,45,5,8,27,42,61,46,0,0,B,0,9,48,5,30,D,6,18-30,Masculino,Brandon,12
5392,108,24,6,0,70,10,86,83,10,0,A,6,23,13,16,1,R,6,18-30,Masculino,Michael,108
5393,207,1,26,17,27,7,2,56,8,1,C,17,14,42,1,9,R,6,18-30,Masculino,Chase,207
5394,116,8,22,0,97,27,96,56,6,2,A,13,15,26,10,10,D,6,18-30,Masculino,Jeffery,116
5395,13,12,30,6,93,87,95,82,5,4,A,13,25,45,8,27,D,6,18-30,Femenino,Emily,13
5396,99,2,9,11,38,27,76,14,5,0,B,13,36,40,11,18,R,6,18-30,Masculino,Joshua,99
5397,108,8,15,14,17,97,16,78,7,4,C,7,7,36,0,24,D,6,18-30,Masculino,Michael,108
5398,31,10,10,17,52,2,70,47,6,3,B,16,1,50,4,2,D,6,18-30,Masculino,Scott,31
5399,136,48,5,13,8,36,86,40,1,1,B,17,34,13,16,16,D,6,18-30,Masculino,Gregory,136
5400,115,18,27,10,49,92,0,1,5,0,B,3,34,48,7,26,R,6,31-45,Masculino,Jason,115
5401,41,21,20,7,19,61,4,79,9,4,C,18,29,49,13,2,D,6,31-45,Femenino,Ashley,41
5402,115,2,24,1,69,22,53,36,7,1,C,1,0,9,3,28,D,6,31-45,Masculino,Jason,115
5403,136,6,10,12,24,26,64,95,2,1,A,15,1,39,5,16,R,6,31-45,Masculino,Gregory,136
5404,208,34,30,17,94,25,98,79,4,0,C,8,17,29,3,4,R,6,31-45,Masculino,Antonio,208
5405,209,47,12,11,63,31,20,28,2,3,C,14,27,16,19,20,D,6,31-45,Femenino,Jordan,209
5406,33,6,21,23,38,76,92,57,10,0,B,5,15,19,14,17,R,6,31-45,Masculino,Joseph,33
5407,210,23,23,5,76,78,84,32,1,1,A,7,13,34,10,10,R,6,31-45,Femenino,Madison,210
5408,18,15,20,23,34,72,34,44,7,4,B,7,30,18,8,8,R,6,31-45,Masculino,Randy,18
5409,18,32,12,12,66,29,58,97,10,1,A,8,4,46,19,16,R,6,31-45,Masculino,Randy,18
5410,57,15,7,7,26,32,90,58,5,0,B,13,20,14,13,11,R,6,31-45,Femenino,Kimberly,57
5411,11,5,5,8,0,92,47,32,6,4,C,12,24,20,13,21,R,6,31-45,Masculino,Matthew,11
5412,152,23,0,19,89,70,95,39,5,4,C,5,9,20,18,4,R,6,31-45,Femenino,Jodi,152
5413,143,9,14,15,41,4,64,84,7,2,B,16,5,40,17,20,R,6,31-45,Femenino,Susan,143
5414,211,46,0,9,52,30,75,93,6,1,B,4,35,22,9,21,D,6,31-45,Masculino,Kyle,211
5415,40,31,9,10,35,27,76,63,5,1,B,4,26,49,7,13,R,6,31-45,Masculino,Andrew,40
5416,41,40,15,17,45,21,56,63,3,2,B,2,31,9,5,15,R,6,31-45,Femenino,Ashley,41
5417,212,15,22,20,88,18,52,49,6,2,A,17,20,6,5,19,R,6,31-45,Masculino,Frank,212
5418,213,45,14,4,17,54,28,94,3,0,C,0,2,20,15,28,D,6,31-45,Femenino,Terri,213
5419,15,8,12,4,16,36,32,23,8,3,B,3,26,1,17,7,R,6,31-45,Masculino,David,15
5420,98,42,22,12,59,59,48,56,6,1,A,12,11,25,7,2,R,6,31-45,Femenino,Jill,98
5421,112,12,23,19,42,86,61,1,5,3,A,7,10,43,15,25,R,6,31-45,Femenino,Kristen,112
5422,126,9,13,3,69,55,69,36,0,0,A,2,0,34,1,6,R,6,31-45,Femenino,Nancy,126
5423,68,25,12,0,95,25,71,4,0,2,C,10,4,45,20,28,D,6,31-45,Masculino,Nicholas,68
5424,193,50,9,14,79,4,31,50,8,3,C,17,1,39,8,16,D,6,31-45,Masculino,Juan,193
5425,111,33,28,0,28,97,99,30,4,1,A,17,7,27,8,18,D,6,31-45,Femenino,Amanda,111
5426,214,41,26,18,64,59,57,17,8,2,A,6,18,38,6,15,D,6,31-45,Femenino,Amber,214
5427,215,49,13,2,35,17,56,43,0,3,C,18,15,39,10,23,R,6,31-45,Femenino,Bonnie,215
5428,63,34,0,25,7,30,16,70,3,4,C,3,16,43,11,15,D,6,31-45,Masculino,Keith,63
