,Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
51113,51114,18-30,Female,Intermediate,11,9,12,71,65,79,94,4,1,B,11,12,41,6,20,R
53218,53219,18-30,Female,Intermediate,29,2,18,8,75,27,39,4,2,B,3,7,20,19,28,R
47729,47730,18-30,Female,Intermediate,36,29,23,94,96,36,13,9,1,B,6,26,11,14,26,D
47650,47651,18-30,Female,Intermediate,15,10,7,88,90,51,41,0,4,A,10,13,32,20,24,D
27015,27016,18-30,Female,Intermediate,8,0,21,6,4,67,8,8,4,B,11,26,25,19,1,D
27020,27021,18-30,Female,Intermediate,5,19,4,96,62,96,4,4,0,A,11,7,37,7,20,D
44684,44685,18-30,Female,Intermediate,13,16,22,19,85,95,65,3,2,C,6,16,47,19,25,D
44682,44683,18-30,Female,Intermediate,40,9,0,47,41,2,77,2,0,B,8,10,50,4,27,R
27061,27062,18-30,Female,Intermediate,27,28,16,85,94,94,20,0,0,C,8,18,15,20,7,D
27070,27071,18-30,Female,Intermediate,50,3,14,74,34,90,67,3,3,A,9,23,7,6,13,D
44644,44645,18-30,Female,Intermediate,34,25,3,55,87,60,51,1,4,A,1,33,14,10,14,D
44618,44619,18-30,Female,Intermediate,2,30,0,19,73,47,15,10,2,A,11,35,38,6,22,R
44546,44547,18-30,Female,Intermediate,30,14,8,62,41,52,53,8,3,B,10,28,22,19,3,D
44541,44542,18-30,Female,Intermediate,26,10,1,32,67,72,12,9,4,B,9,20,4,13,15,R
44540,44541,18-30,Female,Intermediate,43,4,17,60,61,70,64,10,2,A,6,26,26,14,23,R
44534,44535,18-30,Female,Intermediate,32,21,14,57,50,65,11,2,0,B,11,24,37,5,14,D
44511,44512,18-30,Female,Intermediate,7,3,7,61,63,58,90,4,4,A,6,16,11,9,5,R
44732,44733,18-30,Female,Intermediate,30,7,13,3,79,83,52,6,0,B,6,6,35,13,7,D
44508,44509,18-30,Female,Intermediate,13,16,0,68,4,87,12,7,4,B,11,8,35,4,9,R
44498,44499,18-30,Female,Intermediate,28,22,0,22,53,14,98,10,0,C,16,29,38,19,6,D
44490,44491,18-30,Female,Intermediate,33,0,10,62,16,95,62,2,3,C,10,31,4,20,22,D
44488,44489,18-30,Female,Intermediate,35,20,25,61,53,48,28,9,3,B,3,1,23,19,26,R
44478,44479,18-30,Female,Intermediate,34,26,0,20,4,76,27,1,0,B,0,5,18,15,19,R
44461,44462,18-30,Female,Intermediate,7,27,13,3,68,60,79,6,1,C,12,14,45,1,19,D
27156,27157,18-30,Female,Intermediate,8,29,7,87,54,39,50,1,4,A,11,33,36,10,7,R
44446,44447,18-30,Female,Intermediate,42,1,11,23,17,7,9,1,2,B,13,28,44,14,5,D
44379,44380,18-30,Female,Intermediate,30,27,14,19,42,85,16,7,2,B,11,34,31,18,16,R
27186,27187,18-30,Female,Intermediate,40,21,24,86,13,97,37,5,3,A,8,0,9,2,27,D
44312,44313,18-30,Female,Intermediate,31,28,16,45,23,67,89,1,1,A,3,13,45,19,3,R
44259,44260,18-30,Female,Intermediate,23,1,14,70,19,59,20,5,1,A,16,34,47,6,9,D
27209,27210,18-30,Female,Intermediate,44,20,0,18,41,43,61,2,1,C,5,18,10,15,22,R
27210,27211,18-30,Female,Intermediate,11,24,2,3,35,94,69,5,3,A,16,31,16,7,17,D
44507,44508,18-30,Female,Intermediate,48,10,8,64,64,15,27,4,0,C,8,19,6,5,3,R
44760,44761,18-30,Female,Intermediate,2,10,1,44,29,72,36,7,4,C,0,10,5,1,24,R
26984,26985,18-30,Female,Intermediate,26,23,4,19,88,43,92,9,4,A,7,1,17,17,1,R
44791,44792,18-30,Female,Intermediate,16,18,8,93,13,49,99,6,3,A,11,21,1,16,6,D
45151,45152,18-30,Female,Intermediate,45,18,13,13,95,76,26,6,4,B,0,28,29,19,9,D
26775,26776,18-30,Female,Intermediate,37,2,22,9,23,77,27,8,2,A,0,36,13,18,0,D
45142,45143,18-30,Female,Intermediate,35,12,13,54,85,62,72,7,4,A,7,0,44,20,7,D
26787,26788,18-30,Female,Intermediate,29,24,0,39,14,17,99,9,2,A,5,8,5,5,28,D
45139,45140,18-30,Female,Intermediate,44,15,4,50,63,51,89,1,1,B,8,10,20,19,28,R
45131,45132,18-30,Female,Intermediate,11,23,14,1,19,65,22,2,0,B,1,28,13,16,20,D
45122,45123,18-30,Female,Intermediate,12,25,25,55,91,72,67,6,0,A,6,24,39,13,1,R
45121,45122,18-30,Female,Intermediate,4,29,24,34,7,69,43,0,3,A,17,33,44,8,19,D
45109,45110,18-30,Female,Intermediate,39,26,15,76,46,99,100,4,0,B,16,33,19,17,5,D
26804,26805,18-30,Female,Intermediate,2,15,7,27,94,94,79,8,1,A,1,6,36,8,28,R
26813,26814,18-30,Female,Intermediate,9,23,5,65,72,26,28,2,1,A,8,31,35,2,5,R
26827,26828,18-30,Female,Intermediate,32,23,4,64,82,11,20,1,1,B,11,31,4,18,2,R
26832,26833,18-30,Female,Intermediate,14,0,13,53,46,7,42,9,1,A,13,24,1,17,3,D
45078,45079,18-30,Female,Intermediate,46,10,11,99,59,46,85,2,1,C,3,23,29,2,23,R
26837,26838,18-30,Female,Intermediate,36,13,4,81,38,29,34,4,1,C,17,21,22,15,29,D
45060,45061,18-30,Female,Intermediate,6,6,1,60,84,47,80,2,2,A,11,2,38,10,2,R
45027,45028,18-30,Female,Intermediate,9,12,6,54,89,33,96,5,4,A,14,19,1,5,13,D
45017,45018,18-30,Female,Intermediate,11,3,21,48,53,35,47,9,3,B,12,23,35,14,16,D
44994,44995,18-30,Female,Intermediate,9,10,16,6,0,13,81,0,1,B,9,3,23,2,0,D
44992,44993,18-30,Female,Intermediate,5,19,0,93,18,60,41,5,2,B,2,36,19,6,3,R
44971,44972,18-30,Female,Intermediate,47,7,18,61,56,52,20,3,4,A,12,20,46,3,15,D
44961,44962,18-30,Female,Intermediate,48,5,24,28,26,81,68,4,3,A,16,35,15,20,0,R
44957,44958,18-30,Female,Intermediate,37,26,11,5,44,2,30,4,2,B,6,0,7,5,0,R
44904,44905,18-30,Female,Intermediate,46,26,2,90,56,30,50,9,4,A,4,27,8,5,24,D
44864,44865,18-30,Female,Intermediate,2,6,11,29,59,59,40,9,4,C,15,9,14,17,13,R
44844,44845,18-30,Female,Intermediate,6,14,9,10,39,51,87,2,4,C,16,24,4,2,13,D
44842,44843,18-30,Female,Intermediate,36,7,24,23,45,13,56,10,3,C,18,16,37,10,29,D
26932,26933,18-30,Female,Intermediate,28,30,5,28,9,78,45,5,4,A,10,27,27,5,27,D
44838,44839,18-30,Female,Intermediate,10,8,18,90,89,45,70,5,1,A,12,6,38,4,8,R
44170,44171,18-30,Female,Intermediate,17,28,10,3,68,11,45,7,2,B,5,16,35,20,22,R
44163,44164,18-30,Female,Intermediate,39,25,18,83,74,99,68,0,2,B,1,23,18,19,17,D
44127,44128,18-30,Female,Intermediate,41,7,24,64,69,13,17,8,3,C,11,5,32,11,29,R
27233,27234,18-30,Female,Intermediate,33,27,10,66,21,40,40,10,2,C,14,6,23,13,18,D
43255,43256,18-30,Female,Intermediate,11,28,7,64,35,87,79,2,2,B,4,11,50,11,25,D
27629,27630,18-30,Female,Intermediate,48,6,17,77,46,12,55,10,2,B,4,9,33,18,1,R
27632,27633,18-30,Female,Intermediate,16,27,24,45,54,91,2,8,3,A,15,12,16,16,5,R
43198,43199,18-30,Female,Intermediate,31,14,4,17,94,52,9,0,3,B,5,16,5,10,11,D
27643,27644,18-30,Female,Intermediate,28,14,22,88,2,48,55,2,2,B,13,33,27,16,13,D
43113,43114,18-30,Female,Intermediate,30,13,14,31,36,44,25,2,0,A,10,19,35,16,12,D
43099,43100,18-30,Female,Intermediate,44,19,3,0,80,45,75,10,1,C,10,21,25,8,19,R
43092,43093,18-30,Female,Intermediate,7,11,14,71,3,0,32,1,0,C,12,24,35,6,25,D
43089,43090,18-30,Female,Intermediate,27,22,20,50,63,93,21,6,0,B,13,21,50,16,2,R
43076,43077,18-30,Female,Intermediate,45,21,22,10,100,62,8,6,0,B,16,15,20,4,12,R
43066,43067,18-30,Female,Intermediate,44,26,0,54,99,21,43,5,1,A,9,3,5,1,17,D
27738,27739,18-30,Female,Intermediate,43,29,24,27,73,81,90,8,3,C,4,11,43,15,23,D
43040,43041,18-30,Female,Intermediate,33,9,3,52,96,42,82,2,0,C,4,23,9,16,21,D
43025,43026,18-30,Female,Intermediate,40,8,18,41,23,78,68,2,3,A,4,26,50,13,11,R
27765,27766,18-30,Female,Intermediate,0,24,8,66,4,54,51,1,4,B,3,15,17,7,4,R
42989,42990,18-30,Female,Intermediate,13,0,0,22,91,83,81,6,2,A,15,5,40,12,10,R
42986,42987,18-30,Female,Intermediate,21,27,16,33,53,12,49,10,0,A,9,27,48,17,9,R
42935,42936,18-30,Female,Intermediate,45,6,25,28,72,21,7,9,4,B,18,30,33,9,2,R
42908,42909,18-30,Female,Intermediate,45,3,15,6,8,21,80,7,3,B,16,27,14,20,17,D
27822,27823,18-30,Female,Intermediate,50,16,21,93,46,39,6,0,3,A,0,0,45,7,7,R
42893,42894,18-30,Female,Intermediate,48,21,6,45,27,13,36,8,3,B,9,27,33,17,25,R
42891,42892,18-30,Female,Intermediate,41,2,0,36,10,99,30,7,4,A,17,21,6,4,15,D
42885,42886,18-30,Female,Intermediate,35,9,6,20,20,88,19,2,2,B,3,22,31,20,7,R
42837,42838,18-30,Female,Intermediate,19,17,21,2,73,10,11,5,0,C,8,5,47,9,10,R
42804,42805,18-30,Female,Intermediate,48,18,5,54,34,85,26,10,2,B,17,20,43,1,6,R
42766,42767,18-30,Female,Intermediate,16,15,22,59,77,67,47,3,1,B,6,18,23,11,13,D
42728,42729,18-30,Female,Intermediate,44,6,16,35,5,54,73,3,1,A,17,19,3,15,15,R
27887,27888,18-30,Female,Intermediate,1,3,1,18,66,79,58,1,4,C,13,0,45,15,26,D
27897,27898,18-30,Female,Intermediate,19,9,12,34,64,32,50,9,2,C,5,22,13,0,21,D
43404,43405,18-30,Female,Intermediate,30,19,11,49,62,34,21,3,4,B,18,22,31,8,11,D
45161,45162,18-30,Female,Intermediate,25,2,23,4,82,36,94,1,0,B,4,31,47,0,6,D
27528,27529,18-30,Female,Intermediate,22,13,6,19,100,89,76,0,0,C,3,26,13,0,0,R
27506,27507,18-30,Female,Intermediate,20,6,10,81,57,9,44,6,2,C,12,9,34,17,27,D
27245,27246,18-30,Female,Intermediate,50,29,23,6,64,90,82,9,3,A,1,5,6,20,29,D
44112,44113,18-30,Female,Intermediate,39,19,2,30,42,55,8,9,2,A,14,19,42,16,9,R
44085,44086,18-30,Female,Intermediate,11,16,25,62,16,23,43,6,0,A,8,13,28,19,4,D
44073,44074,18-30,Female,Intermediate,5,11,4,92,23,84,96,5,3,A,2,24,19,6,7,D
44044,44045,18-30,Female,Intermediate,28,6,7,61,6,64,74,7,0,A,13,25,36,6,22,R
44025,44026,18-30,Female,Intermediate,12,26,15,75,44,2,51,6,3,A,3,1,36,11,29,R
44016,44017,18-30,Female,Intermediate,24,14,6,51,44,75,80,5,2,A,18,23,12,13,5,R
43996,43997,18-30,Female,Intermediate,23,17,22,79,86,46,90,3,2,C,8,31,6,3,14,R
43969,43970,18-30,Female,Intermediate,13,28,6,26,84,6,94,4,1,C,6,28,8,8,5,R
43933,43934,18-30,Female,Intermediate,9,13,22,99,0,78,91,1,1,B,3,11,11,9,15,D
43930,43931,18-30,Female,Intermediate,47,20,4,51,45,88,55,2,2,A,0,22,43,5,26,D
43882,43883,18-30,Female,Intermediate,41,16,6,71,50,32,2,8,2,B,5,2,4,19,15,D
43865,43866,18-30,Female,Intermediate,37,4,2,42,12,95,32,4,1,A,9,24,14,15,20,D
43831,43832,18-30,Female,Intermediate,32,22,5,22,31,36,68,7,4,A,7,1,48,4,28,R
43715,43716,18-30,Female,Intermediate,29,19,9,39,41,43,72,8,1,A,2,33,6,1,26,D
43693,43694,18-30,Female,Intermediate,48,25,14,99,57,14,45,1,0,A,0,20,16,17,18,R
43677,43678,18-30,Female,Intermediate,17,7,16,65,4,33,68,6,0,A,2,31,39,0,26,D
27400,27401,18-30,Female,Intermediate,42,18,1,53,71,69,28,10,0,C,2,19,42,11,22,R
43663,43664,18-30,Female,Intermediate,26,28,9,59,49,78,68,5,2,A,12,9,33,10,17,R
27414,27415,18-30,Female,Intermediate,37,4,9,50,35,91,70,10,2,C,1,29,40,1,13,D
43606,43607,18-30,Female,Intermediate,30,29,21,23,18,54,18,5,3,A,2,11,36,20,22,D
43595,43596,18-30,Female,Intermediate,20,1,16,88,59,37,100,0,3,A,2,33,47,19,6,R
43592,43593,18-30,Female,Intermediate,3,2,11,34,12,99,32,10,3,A,6,34,1,19,29,D
27448,27449,18-30,Female,Intermediate,25,0,8,8,63,24,89,5,1,C,14,33,9,15,0,D
43570,43571,18-30,Female,Intermediate,6,23,18,59,74,51,8,10,1,A,14,32,20,2,7,D
27475,27476,18-30,Female,Intermediate,22,13,3,5,37,50,85,1,1,B,14,4,42,18,21,R
27476,27477,18-30,Female,Intermediate,9,19,15,64,20,76,33,2,1,C,1,33,22,13,6,R
43545,43546,18-30,Female,Intermediate,28,9,14,49,39,42,38,2,0,A,15,12,33,5,10,R
27499,27500,18-30,Female,Intermediate,14,13,19,2,61,86,25,5,0,A,3,1,23,2,11,D
27517,27518,18-30,Female,Intermediate,9,24,6,96,31,18,14,4,1,C,10,1,24,16,4,D
45226,45227,18-30,Female,Intermediate,44,21,5,9,81,90,80,6,2,C,9,18,45,18,11,R
26719,26720,18-30,Female,Intermediate,18,11,14,57,85,99,37,7,1,C,18,13,42,10,4,R
45234,45235,18-30,Female,Intermediate,27,8,15,18,25,29,37,10,1,B,12,13,44,5,19,R
47164,47165,18-30,Female,Intermediate,16,10,10,44,54,40,77,0,4,C,7,22,1,10,22,R
47159,47160,18-30,Female,Intermediate,38,6,17,0,36,39,22,10,0,A,17,25,39,13,23,D
25681,25682,18-30,Female,Intermediate,20,30,25,88,18,55,88,8,2,A,14,6,49,5,17,R
47114,47115,18-30,Female,Intermediate,19,15,10,68,78,74,65,5,4,C,0,17,49,12,0,D
47085,47086,18-30,Female,Intermediate,23,21,14,91,9,87,61,8,2,A,0,28,32,8,16,D
25700,25701,18-30,Female,Intermediate,35,24,18,22,49,86,76,9,0,B,10,33,12,14,24,R
47067,47068,18-30,Female,Intermediate,49,30,24,32,54,95,0,0,2,C,13,5,0,13,11,R
47061,47062,18-30,Female,Intermediate,41,0,1,59,39,86,94,0,0,C,2,8,1,6,6,R
47048,47049,18-30,Female,Intermediate,17,17,22,14,60,18,43,10,4,A,14,5,7,20,27,R
25731,25732,18-30,Female,Intermediate,27,12,24,32,73,88,99,8,0,B,7,12,9,3,13,R
25775,25776,18-30,Female,Intermediate,22,21,17,92,47,8,75,9,2,B,4,9,23,9,28,D
46921,46922,18-30,Female,Intermediate,26,0,25,39,2,99,42,0,2,A,12,17,18,3,14,D
46912,46913,18-30,Female,Intermediate,3,10,15,39,85,16,36,1,1,B,0,21,42,14,23,R
46905,46906,18-30,Female,Intermediate,9,16,2,68,69,64,17,1,3,A,7,27,40,3,25,R
25790,25791,18-30,Female,Intermediate,6,30,1,55,5,38,53,1,4,B,11,8,3,15,17,R
46887,46888,18-30,Female,Intermediate,9,3,25,15,99,58,84,8,0,A,17,12,29,11,10,R
46865,46866,18-30,Female,Intermediate,15,9,19,92,82,16,84,4,4,B,4,33,30,10,0,D
25799,25800,18-30,Female,Intermediate,4,0,10,83,19,99,62,3,1,C,18,25,40,6,18,D
46815,46816,18-30,Female,Intermediate,27,27,4,60,63,3,50,10,1,B,10,34,42,14,12,D
46798,46799,18-30,Female,Intermediate,50,11,8,89,83,21,31,9,2,C,9,31,10,7,25,D
25834,25835,18-30,Female,Intermediate,15,29,24,20,36,84,45,10,0,A,2,9,6,6,26,D
46786,46787,18-30,Female,Intermediate,9,20,16,41,88,51,13,4,1,B,15,28,25,11,19,D
46764,46765,18-30,Female,Intermediate,24,16,3,9,98,46,97,4,3,C,15,36,37,12,10,R
46753,46754,18-30,Female,Intermediate,3,4,6,12,24,49,86,4,1,B,14,29,23,7,3,R
25892,25893,18-30,Female,Intermediate,19,21,9,79,65,88,85,9,2,B,6,22,17,3,6,D
25918,25919,18-30,Female,Intermediate,34,26,2,50,72,57,57,4,0,B,8,12,12,1,26,R
46660,46661,18-30,Female,Intermediate,10,11,1,9,70,7,41,9,1,B,16,17,31,7,25,D
46655,46656,18-30,Female,Intermediate,12,1,5,16,40,84,56,9,4,B,8,3,2,4,0,R
46624,46625,18-30,Female,Intermediate,26,25,15,88,37,63,52,7,1,A,14,10,49,9,16,D
47185,47186,18-30,Female,Intermediate,39,26,21,91,95,8,39,0,2,B,1,10,25,3,30,R
46550,46551,18-30,Female,Intermediate,34,20,22,81,90,88,19,4,1,C,1,24,28,4,21,R
47202,47203,18-30,Female,Intermediate,38,13,12,80,55,47,46,0,2,A,6,25,31,17,23,D
47257,47258,18-30,Female,Intermediate,8,11,11,17,3,57,12,4,2,C,5,1,12,2,20,R
47644,47645,18-30,Female,Intermediate,7,21,25,11,47,3,46,6,4,A,17,23,14,18,22,D
47627,47628,18-30,Female,Intermediate,30,7,19,73,53,64,55,6,0,B,17,13,36,9,4,R
25347,25348,18-30,Female,Intermediate,42,8,1,10,4,48,78,10,4,B,0,14,39,0,5,R
25359,25360,18-30,Female,Intermediate,7,20,18,98,77,3,71,1,3,B,8,19,4,9,25,R
47585,47586,18-30,Female,Intermediate,50,28,24,87,31,16,76,7,4,C,12,36,21,7,5,R
25383,25384,18-30,Female,Intermediate,15,29,20,6,7,94,55,3,2,C,17,3,8,10,4,R
47576,47577,18-30,Female,Intermediate,46,19,10,11,41,33,84,0,0,A,3,29,0,19,22,D
47571,47572,18-30,Female,Intermediate,30,10,24,47,53,70,24,1,4,A,12,25,2,4,4,D
25412,25413,18-30,Female,Intermediate,23,3,10,56,57,16,39,5,3,A,2,33,44,8,8,R
47557,47558,18-30,Female,Intermediate,4,24,22,33,82,47,31,9,4,A,4,8,28,2,8,R
25449,25450,18-30,Female,Intermediate,36,18,18,25,51,72,62,6,2,B,9,27,39,12,1,R
25452,25453,18-30,Female,Intermediate,48,17,13,27,20,36,24,5,3,C,0,24,23,0,3,D
47508,47509,18-30,Female,Intermediate,17,11,20,95,31,41,98,3,3,A,14,7,25,17,26,D
25478,25479,18-30,Female,Intermediate,30,11,12,17,69,100,71,1,0,C,0,36,19,2,22,R
25486,25487,18-30,Female,Intermediate,22,23,19,96,18,67,4,2,1,A,15,10,23,10,10,R
25491,25492,18-30,Female,Intermediate,16,1,16,81,21,16,66,9,3,A,9,8,43,10,17,R
47491,47492,18-30,Female,Intermediate,35,8,2,50,90,72,9,2,2,C,16,8,25,1,11,R
25502,25503,18-30,Female,Intermediate,31,7,22,80,21,60,76,7,0,B,12,12,12,9,21,R
47488,47489,18-30,Female,Intermediate,18,19,22,67,8,72,49,5,2,A,5,27,17,8,20,R
25512,25513,18-30,Female,Intermediate,13,19,20,34,15,80,3,1,1,C,3,19,40,1,11,D
47379,47380,18-30,Female,Intermediate,18,8,7,1,87,75,83,3,2,A,18,9,39,10,15,R
47377,47378,18-30,Female,Intermediate,4,30,6,48,72,44,56,6,3,A,8,15,14,12,7,R
25541,25542,18-30,Female,Intermediate,8,26,0,95,24,31,60,8,3,C,13,1,21,11,22,D
47317,47318,18-30,Female,Intermediate,19,17,5,88,31,96,89,5,2,C,8,6,7,17,9,R
25559,25560,18-30,Female,Intermediate,9,11,18,69,67,12,22,5,4,A,18,1,14,2,7,D
47291,47292,18-30,Female,Intermediate,43,13,1,84,24,72,14,10,4,A,9,27,9,14,21,R
47288,47289,18-30,Female,Intermediate,41,5,11,30,87,18,61,2,3,B,10,28,49,12,22,R
25595,25596,18-30,Female,Intermediate,10,24,5,36,62,70,3,0,4,A,3,33,11,9,25,D
25613,25614,18-30,Female,Intermediate,19,12,1,87,96,77,65,10,4,C,12,2,31,17,23,R
47246,47247,18-30,Female,Intermediate,38,22,16,69,36,85,80,4,3,B,7,15,34,12,5,R
47657,47658,18-30,Female,Intermediate,37,4,5,2,14,32,41,0,3,A,8,11,48,10,14,R
46514,46515,18-30,Female,Intermediate,3,14,0,62,58,70,23,5,2,A,9,20,38,17,4,R
46482,46483,18-30,Female,Intermediate,16,26,15,46,18,8,31,4,3,C,11,3,2,19,4,R
45985,45986,18-30,Female,Intermediate,49,5,9,75,37,68,71,5,0,B,16,22,2,13,15,R
26379,26380,18-30,Female,Intermediate,28,21,21,77,26,11,74,6,0,C,16,29,20,13,2,R
45937,45938,18-30,Female,Intermediate,47,16,5,59,40,85,32,7,4,C,7,15,1,7,12,D
26394,26395,18-30,Female,Intermediate,3,21,21,28,77,100,46,2,1,C,7,2,41,6,25,R
45921,45922,18-30,Female,Intermediate,18,2,3,80,3,61,84,7,4,C,15,35,48,10,21,R
26416,26417,18-30,Female,Intermediate,45,27,22,28,81,94,61,5,2,A,4,30,8,16,28,D
26431,26432,18-30,Female,Intermediate,33,20,14,63,42,3,56,0,3,B,17,15,13,14,7,D
26449,26450,18-30,Female,Intermediate,25,0,6,63,0,95,66,9,3,B,3,16,9,12,8,R
45871,45872,18-30,Female,Intermediate,40,20,22,93,76,43,91,2,1,A,12,4,1,5,11,D
26474,26475,18-30,Female,Intermediate,22,2,9,42,84,26,78,4,2,C,2,0,17,19,18,D
26488,26489,18-30,Female,Intermediate,47,24,22,37,17,9,52,3,3,B,0,30,28,8,23,D
45856,45857,18-30,Female,Intermediate,9,11,5,49,9,3,3,6,0,A,7,31,43,4,3,R
45768,45769,18-30,Female,Intermediate,4,12,24,32,59,73,92,0,2,A,2,14,45,8,26,D
26534,26535,18-30,Female,Intermediate,36,14,5,43,87,59,60,0,0,C,18,11,30,15,20,D
26540,26541,18-30,Female,Intermediate,30,5,12,6,25,1,41,10,0,A,3,27,28,9,23,R
45716,45717,18-30,Female,Intermediate,40,28,24,66,65,88,81,7,4,A,2,0,33,0,27,R
45683,45684,18-30,Female,Intermediate,39,2,2,7,17,13,1,8,4,B,6,33,6,4,26,R
45662,45663,18-30,Female,Intermediate,46,25,7,20,13,95,0,1,4,B,9,4,41,10,3,D
45655,45656,18-30,Female,Intermediate,32,10,18,19,82,53,10,3,2,A,2,4,20,5,20,R
45591,45592,18-30,Female,Intermediate,49,7,22,97,21,11,40,7,1,B,13,36,41,17,10,R
45582,45583,18-30,Female,Intermediate,5,15,4,96,0,68,89,7,0,A,8,17,48,16,11,R
45501,45502,18-30,Female,Intermediate,26,13,12,46,55,78,25,3,1,A,8,22,20,7,26,R
45478,45479,18-30,Female,Intermediate,41,14,19,82,8,23,28,0,0,C,13,33,39,10,6,R
45432,45433,18-30,Female,Intermediate,40,15,14,75,6,37,35,4,3,A,6,31,35,12,4,D
45422,45423,18-30,Female,Intermediate,12,18,8,38,87,13,88,3,3,A,0,0,45,8,4,D
45409,45410,18-30,Female,Intermediate,39,0,25,94,69,45,58,8,2,A,10,19,35,15,19,D
45382,45383,18-30,Female,Intermediate,23,0,12,2,77,16,16,2,1,B,17,10,25,14,2,R
26673,26674,18-30,Female,Intermediate,3,12,14,65,77,88,93,1,4,B,18,29,33,13,25,D
45266,45267,18-30,Female,Intermediate,35,11,25,35,37,48,33,1,1,A,0,10,23,7,16,R
45989,45990,18-30,Female,Intermediate,43,21,7,32,7,32,44,7,1,B,8,3,47,4,24,D
46509,46510,18-30,Female,Intermediate,35,20,18,38,99,42,98,8,3,A,18,11,33,2,7,D
26346,26347,18-30,Female,Intermediate,45,30,22,88,77,31,50,1,4,A,6,11,34,17,27,R
46011,46012,18-30,Female,Intermediate,5,21,9,63,33,40,16,6,1,C,13,33,26,15,18,D
26027,26028,18-30,Female,Intermediate,15,27,13,85,95,56,92,1,1,B,11,14,38,9,15,D
46481,46482,18-30,Female,Intermediate,30,7,19,81,7,43,53,8,2,B,8,11,46,3,23,D
26040,26041,18-30,Female,Intermediate,8,13,10,40,73,42,16,2,1,B,8,26,20,3,23,R
46414,46415,18-30,Female,Intermediate,10,16,17,17,49,96,64,0,4,A,1,17,26,9,21,D
46399,46400,18-30,Female,Intermediate,40,30,21,43,49,11,10,1,1,A,4,5,7,16,6,D
26090,26091,18-30,Female,Intermediate,38,17,15,13,42,1,26,4,4,C,4,27,40,9,21,R
26118,26119,18-30,Female,Intermediate,43,27,2,74,0,21,58,3,3,A,5,8,39,8,17,D
46345,46346,18-30,Female,Intermediate,28,11,16,88,54,19,37,2,0,A,8,2,34,0,7,D
46330,46331,18-30,Female,Intermediate,29,2,6,23,1,17,96,6,1,C,14,21,45,0,14,R
46318,46319,18-30,Female,Intermediate,47,11,21,4,92,59,60,5,1,A,1,3,24,11,13,R
46309,46310,18-30,Female,Intermediate,39,17,2,81,83,9,50,1,0,A,18,34,24,9,0,D
46285,46286,18-30,Female,Intermediate,26,28,21,49,74,45,63,4,3,C,12,2,49,15,14,D
26166,26167,18-30,Female,Intermediate,15,7,17,54,19,21,68,4,1,B,12,17,27,7,1,R
46268,46269,18-30,Female,Intermediate,17,18,18,21,4,28,6,5,1,B,10,0,27,17,15,R
46248,46249,18-30,Female,Intermediate,17,11,10,42,28,24,44,5,2,B,13,16,10,12,28,R
46211,46212,18-30,Female,Intermediate,12,28,9,75,75,55,81,1,4,A,7,4,29,7,24,R
46198,46199,18-30,Female,Intermediate,50,21,20,76,55,34,53,0,4,B,8,36,41,7,18,D
46179,46180,18-30,Female,Intermediate,24,10,10,17,45,67,53,2,1,A,8,4,17,4,10,R
46173,46174,18-30,Female,Intermediate,7,24,6,34,79,72,65,7,2,B,14,11,46,16,21,D
46155,46156,18-30,Female,Intermediate,43,14,13,52,69,51,71,8,4,B,18,14,25,10,17,D
46151,46152,18-30,Female,Intermediate,2,11,18,20,83,40,59,6,4,C,9,14,4,13,19,R
26282,26283,18-30,Female,Intermediate,44,4,10,89,85,58,34,6,3,A,10,1,36,20,6,D
46101,46102,18-30,Female,Intermediate,40,7,5,51,25,81,69,3,3,C,3,15,34,19,7,D
46090,46091,18-30,Female,Intermediate,8,26,18,27,29,61,33,7,2,B,0,33,44,0,15,D
26294,26295,18-30,Female,Intermediate,10,1,2,26,3,78,52,6,3,B,5,3,15,11,0,R
46063,46064,18-30,Female,Intermediate,16,17,12,52,0,54,90,6,1,B,16,36,8,6,23,D
26300,26301,18-30,Female,Intermediate,44,28,4,30,89,50,2,7,0,B,11,27,1,1,10,D
46048,46049,18-30,Female,Intermediate,38,22,11,40,52,27,25,0,2,A,6,12,37,20,17,R
46032,46033,18-30,Female,Intermediate,43,7,8,81,6,96,17,0,2,A,15,5,50,2,26,D
46004,46005,18-30,Female,Intermediate,46,26,1,77,47,31,55,9,1,B,6,23,11,2,0,D
12347,12348,18-30,Female,Intermediate,6,5,9,6,4,31,58,7,4,C,4,5,23,20,0,D
16526,16527,18-30,Female,Intermediate,24,0,4,72,25,73,71,0,4,B,17,0,43,6,10,R
32998,32999,18-30,Female,Intermediate,49,21,5,25,23,16,99,9,4,A,2,1,50,17,0,D
8086,8087,18-30,Female,Intermediate,11,18,19,4,80,13,86,6,2,B,0,9,36,17,0,D
82815,82816,18-30,Female,Intermediate,1,30,12,70,13,24,71,2,2,B,12,30,19,19,28,D
82800,82801,18-30,Female,Intermediate,14,20,17,95,46,27,7,0,2,A,13,15,26,4,22,R
