,Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
2423,2424,18-30,Male,Intermediate,38,8,14,75,1,21,2,10,2,C,16,29,45,18,26,D
13869,13870,18-30,Male,Intermediate,31,11,12,67,17,3,10,3,3,C,11,6,42,4,27,R
13864,13865,18-30,Male,Intermediate,37,16,21,70,87,12,1,8,1,C,17,0,27,14,18,R
97057,97058,18-30,Male,Intermediate,47,21,15,52,38,32,83,5,0,B,7,10,9,18,5,R
5271,5272,18-30,Male,Intermediate,20,4,19,43,25,46,66,9,1,A,7,10,9,10,5,D
10898,10899,18-30,Male,Intermediate,11,11,21,92,31,96,4,4,4,A,13,34,27,6,25,R
13847,13848,18-30,Male,Intermediate,12,28,3,43,81,0,72,8,2,B,1,34,46,5,15,D
2438,2439,18-30,Male,Intermediate,18,7,7,92,42,40,71,3,2,B,16,18,38,13,27,R
10918,10919,18-30,Male,Intermediate,48,21,17,5,20,47,29,2,3,B,10,3,44,19,1,R
2598,2599,18-30,Male,Intermediate,44,19,19,34,84,95,36,5,2,B,6,7,21,12,22,R
97679,97680,18-30,Male,Intermediate,9,21,6,81,4,94,20,4,1,A,1,29,32,12,20,D
5049,5050,18-30,Male,Intermediate,40,30,13,42,82,74,76,9,4,C,2,2,50,8,26,D
2606,2607,18-30,Male,Intermediate,16,23,7,97,17,99,27,3,4,C,4,12,29,0,22,D
13462,13463,18-30,Male,Intermediate,26,21,2,7,47,36,16,5,0,A,13,14,22,19,15,D
99446,99447,18-30,Male,Intermediate,28,6,8,85,66,85,39,6,0,B,18,18,25,20,28,R
11355,11356,18-30,Male,Intermediate,19,28,19,36,58,65,52,6,4,C,3,8,4,13,18,R
98957,98958,18-30,Male,Intermediate,19,29,5,88,37,93,4,5,2,B,17,1,39,13,21,R
97613,97614,18-30,Male,Intermediate,27,6,24,22,37,58,31,8,0,C,0,10,30,2,11,R
11366,11367,18-30,Male,Intermediate,24,25,3,36,16,95,84,3,0,B,10,36,2,17,1,D
11389,11390,18-30,Male,Intermediate,3,14,2,53,63,48,50,9,3,A,18,27,39,15,1,R
11433,11434,18-30,Male,Intermediate,21,27,0,9,46,30,63,0,4,A,13,15,9,12,14,D
2936,2937,18-30,Male,Intermediate,28,9,15,10,75,65,71,7,3,A,13,5,23,0,3,R
2949,2950,18-30,Male,Intermediate,30,12,7,44,60,19,80,5,0,B,11,7,4,10,0,R
11469,11470,18-30,Male,Intermediate,21,5,7,62,1,95,37,5,3,C,7,26,50,1,23,D
11474,11475,18-30,Male,Intermediate,16,15,13,3,37,15,81,2,4,B,13,21,25,14,2,R
13409,13410,18-30,Male,Intermediate,1,10,5,7,14,44,77,0,2,A,7,23,20,19,16,R
11477,11478,18-30,Male,Intermediate,29,14,23,89,2,68,32,7,2,B,2,3,8,5,17,D
11480,11481,18-30,Male,Intermediate,42,7,4,84,23,60,82,10,0,B,0,30,26,6,27,R
11484,11485,18-30,Male,Intermediate,1,23,15,94,88,46,15,2,2,C,14,8,4,11,1,D
2968,2969,18-30,Male,Intermediate,42,30,11,72,29,78,48,6,4,A,15,21,8,8,1,R
13359,13360,18-30,Male,Intermediate,12,19,10,47,47,77,29,2,3,A,8,27,12,20,14,R
4739,4740,18-30,Male,Intermediate,9,15,25,59,66,51,76,2,3,C,5,10,31,12,28,D
97606,97607,18-30,Male,Intermediate,23,15,11,4,60,23,35,8,1,A,0,17,14,0,21,D
13354,13355,18-30,Male,Intermediate,43,5,11,67,56,28,73,0,2,A,4,9,6,19,18,R
13351,13352,18-30,Male,Intermediate,14,15,18,87,19,27,63,1,2,C,10,8,5,20,10,R
2989,2990,18-30,Male,Intermediate,27,3,6,94,99,78,82,8,3,A,18,7,44,7,23,D
3004,3005,18-30,Male,Intermediate,38,5,6,78,84,40,49,2,0,C,17,2,4,0,3,R
11543,11544,18-30,Male,Intermediate,12,10,10,43,43,85,95,6,1,C,6,4,19,6,21,R
4692,4693,18-30,Male,Intermediate,15,20,20,24,24,13,61,0,1,C,18,34,18,1,14,R
13288,13289,18-30,Male,Intermediate,44,6,11,47,3,18,90,3,3,A,6,6,41,5,30,D
4681,4682,18-30,Male,Intermediate,50,22,13,27,10,46,17,7,2,A,4,28,45,7,18,D
4680,4681,18-30,Male,Intermediate,1,9,1,49,93,5,89,3,2,B,17,14,16,12,19,R
4804,4805,18-30,Male,Intermediate,14,25,1,77,20,47,7,8,0,A,14,28,22,14,6,D
13958,13959,18-30,Male,Intermediate,6,6,14,43,17,5,21,7,3,A,11,27,10,13,21,R
13513,13514,18-30,Male,Intermediate,16,14,25,7,53,52,33,0,4,C,16,7,28,5,30,R
4828,4829,18-30,Male,Intermediate,22,0,0,22,38,35,63,9,1,B,9,22,27,4,21,R
13747,13748,18-30,Male,Intermediate,39,9,20,0,10,91,18,2,1,A,13,32,6,5,18,D
2625,2626,18-30,Male,Intermediate,13,9,19,2,3,71,71,8,0,C,12,0,8,10,12,D
5044,5045,18-30,Male,Intermediate,19,17,11,88,97,73,62,0,1,C,8,9,1,6,23,R
97668,97669,18-30,Male,Intermediate,6,9,10,83,6,61,91,8,0,C,14,18,18,15,26,D
13704,13705,18-30,Male,Intermediate,50,19,16,36,41,39,98,5,0,B,5,17,45,9,30,R
5043,5044,18-30,Male,Intermediate,28,11,25,60,29,59,66,7,4,B,10,30,12,17,29,D
98916,98917,18-30,Male,Intermediate,42,10,22,77,31,0,83,6,2,A,11,1,39,3,27,R
13701,13702,18-30,Male,Intermediate,13,17,1,56,2,12,40,2,4,C,2,0,47,10,10,D
2643,2644,18-30,Male,Intermediate,13,21,21,10,8,60,55,6,3,A,7,27,31,0,14,D
13649,13650,18-30,Male,Intermediate,28,16,2,60,11,63,67,2,1,A,18,2,13,18,23,R
11165,11166,18-30,Male,Intermediate,8,12,21,56,100,10,81,8,1,C,15,13,7,1,26,R
2680,2681,18-30,Male,Intermediate,19,1,8,0,2,78,40,4,0,B,4,6,24,2,21,R
97646,97647,18-30,Male,Intermediate,22,4,11,29,62,79,30,7,0,B,7,31,36,1,22,D
11205,11206,18-30,Male,Intermediate,35,4,9,17,35,63,29,4,3,A,6,12,24,8,26,D
13606,13607,18-30,Male,Intermediate,14,16,0,42,44,96,7,8,0,C,12,27,26,19,15,R
11207,11208,18-30,Male,Intermediate,37,19,4,79,57,68,56,4,3,B,12,12,39,18,4,R
2720,2721,18-30,Male,Intermediate,36,20,23,30,43,94,100,3,0,A,2,8,40,8,18,D
98933,98934,18-30,Male,Intermediate,17,24,2,77,66,59,8,5,0,B,12,0,50,10,27,R
13584,13585,18-30,Male,Intermediate,21,29,24,45,46,88,0,9,4,C,4,19,27,1,9,D
4866,4867,18-30,Male,Intermediate,0,16,0,44,97,17,20,2,4,A,6,26,28,3,26,R
2766,2767,18-30,Male,Intermediate,24,27,17,82,35,19,55,7,3,C,10,3,11,10,24,R
4863,4864,18-30,Male,Intermediate,26,10,23,66,18,93,88,0,2,C,9,6,1,10,26,R
99476,99477,18-30,Male,Intermediate,32,20,4,41,69,79,78,6,3,B,2,33,18,13,1,D
98942,98943,18-30,Male,Intermediate,23,23,13,84,21,24,10,5,4,B,18,35,34,6,29,D
11319,11320,18-30,Male,Intermediate,32,22,5,15,67,90,10,2,4,B,10,21,23,3,0,D
13553,13554,18-30,Male,Intermediate,16,9,14,26,20,14,37,2,4,C,2,26,45,19,25,D
13551,13552,18-30,Male,Intermediate,12,22,23,46,100,70,85,9,3,B,6,17,47,1,5,D
13536,13537,18-30,Male,Intermediate,13,30,22,18,85,43,74,4,2,A,7,6,16,20,20,R
11338,11339,18-30,Male,Intermediate,36,24,20,55,59,44,29,2,3,C,1,30,49,8,2,R
98952,98953,18-30,Male,Intermediate,3,21,18,0,20,74,90,3,4,B,1,30,48,3,1,R
98549,98550,18-30,Male,Intermediate,30,9,1,95,26,50,60,1,4,A,17,23,12,3,24,R
12511,12512,18-30,Male,Intermediate,1,13,15,74,55,94,35,8,2,B,6,7,22,10,30,R
8474,8475,18-30,Male,Intermediate,4,14,21,4,43,36,75,0,3,B,12,24,28,0,13,D
7683,7684,18-30,Male,Intermediate,14,27,0,8,24,92,53,6,2,B,8,13,26,4,6,D
16145,16146,18-30,Male,Intermediate,4,29,20,41,27,80,8,0,2,B,12,20,50,9,9,R
8397,8398,18-30,Male,Intermediate,16,20,3,10,77,72,59,10,0,A,9,6,4,14,14,D
8403,8404,18-30,Male,Intermediate,30,1,7,40,45,97,74,7,2,C,5,1,0,9,13,R
8886,8887,18-30,Male,Intermediate,40,21,21,38,6,44,32,1,1,A,5,8,29,7,29,D
7263,7264,18-30,Male,Intermediate,43,13,3,30,60,11,15,1,4,C,7,10,25,19,17,D
531,532,18-30,Male,Intermediate,10,16,12,97,37,7,86,7,1,C,17,36,47,18,20,D
627,628,18-30,Male,Intermediate,8,22,5,97,38,7,14,2,1,A,17,33,40,11,9,D
15549,15550,18-30,Male,Intermediate,37,18,7,4,45,27,57,8,4,C,2,21,21,16,26,D
16148,16149,18-30,Male,Intermediate,41,10,11,21,38,93,14,5,4,A,9,32,37,16,6,D
15987,15988,18-30,Male,Intermediate,32,6,24,16,40,7,100,4,1,A,1,9,8,11,24,D
16110,16111,18-30,Male,Intermediate,21,2,24,56,52,67,53,6,1,B,9,17,21,9,29,D
7610,7611,18-30,Male,Intermediate,45,8,3,95,1,12,14,0,2,B,1,18,8,4,12,R
15912,15913,18-30,Male,Intermediate,38,19,14,97,45,43,4,6,3,B,9,1,23,11,14,D
7053,7054,18-30,Male,Intermediate,41,12,17,34,2,42,19,9,0,B,6,28,45,14,13,D
8827,8828,18-30,Male,Intermediate,10,19,6,78,8,4,80,3,0,B,15,8,35,5,21,D
7513,7514,18-30,Male,Intermediate,29,19,3,91,43,36,25,7,4,A,3,19,49,18,14,R
98320,98321,18-30,Male,Intermediate,38,27,19,23,91,13,95,0,1,B,7,2,16,9,14,D
7584,7585,18-30,Male,Intermediate,10,0,22,55,32,4,12,9,4,B,0,14,25,13,19,D
96701,96702,18-30,Male,Intermediate,39,4,1,44,15,76,55,10,1,C,14,17,40,11,15,D
8297,8298,18-30,Male,Intermediate,36,23,6,46,64,97,38,8,0,B,14,0,34,13,14,R
7724,7725,18-30,Male,Intermediate,44,15,7,58,67,6,80,1,4,A,9,14,37,13,15,R
8255,8256,18-30,Male,Intermediate,21,1,11,84,31,87,83,10,0,B,4,32,37,5,2,D
16108,16109,18-30,Male,Intermediate,35,6,16,58,40,53,75,2,1,C,11,22,8,14,13,R
7251,7252,18-30,Male,Intermediate,3,22,10,65,25,24,1,6,0,C,16,21,29,5,15,R
695,696,18-30,Male,Intermediate,23,10,19,6,59,25,5,1,3,A,0,28,14,16,23,D
552,553,18-30,Male,Intermediate,21,19,1,86,41,30,100,6,0,A,8,7,28,8,29,D
8253,8254,18-30,Male,Intermediate,17,15,10,17,34,76,74,1,1,B,2,14,34,17,13,D
96667,96668,18-30,Male,Intermediate,1,16,6,80,9,8,16,1,2,B,14,24,23,16,18,R
98338,98339,18-30,Male,Intermediate,23,27,11,59,41,51,81,4,2,B,12,31,26,17,14,D
165,166,18-30,Male,Intermediate,42,13,19,9,31,94,99,7,2,A,2,29,29,1,15,R
7877,7878,18-30,Male,Intermediate,13,5,3,63,49,2,54,4,0,C,10,28,42,17,17,D
96605,96606,18-30,Male,Intermediate,11,14,9,15,7,15,16,7,2,C,7,14,38,17,21,D
98306,98307,18-30,Male,Intermediate,35,28,25,99,58,70,78,1,1,A,16,29,32,11,25,D
7539,7540,18-30,Male,Intermediate,30,27,9,30,96,46,64,2,1,B,1,22,40,20,3,R
8309,8310,18-30,Male,Intermediate,50,4,7,11,72,94,44,1,3,A,18,28,5,13,1,D
15877,15878,18-30,Male,Intermediate,41,23,21,39,58,52,58,7,1,C,3,4,28,5,13,D
464,465,18-30,Male,Intermediate,31,19,24,22,86,77,93,4,4,C,3,5,10,16,18,R
7148,7149,18-30,Male,Intermediate,33,25,3,98,38,52,80,6,1,A,5,0,3,0,12,R
578,579,18-30,Male,Intermediate,48,4,3,60,100,29,79,2,2,A,4,12,0,4,30,D
7757,7758,18-30,Male,Intermediate,24,26,8,49,83,11,92,8,3,C,4,20,36,19,3,R
15504,15505,18-30,Male,Intermediate,1,10,3,21,92,49,47,6,1,B,3,36,8,9,28,R
7462,7463,18-30,Male,Intermediate,47,9,7,46,25,73,45,2,1,B,5,21,47,10,3,D
7376,7377,18-30,Male,Intermediate,7,4,6,21,9,39,41,8,2,A,16,32,5,18,1,D
8506,8507,18-30,Male,Intermediate,36,22,22,82,10,95,22,5,1,C,2,2,34,18,23,R
7682,7683,18-30,Male,Intermediate,36,18,18,8,43,77,86,7,0,B,15,7,26,3,23,D
96612,96613,18-30,Male,Intermediate,28,24,25,60,17,86,23,2,4,C,12,2,6,18,24,R
99979,99980,18-30,Male,Intermediate,28,18,23,19,87,100,56,1,2,B,12,16,49,20,8,R
183,184,18-30,Male,Intermediate,38,24,25,11,9,30,84,1,4,B,5,23,13,7,18,R
8032,8033,18-30,Male,Intermediate,37,12,21,12,40,49,24,10,2,A,1,23,2,3,28,D
8569,8570,18-30,Male,Intermediate,32,14,25,29,36,51,27,3,3,C,17,13,6,19,1,R
472,473,18-30,Male,Intermediate,47,4,9,11,99,89,29,7,0,C,12,25,16,6,0,D
328,329,18-30,Male,Intermediate,33,0,16,69,65,25,73,0,2,B,2,26,40,20,2,R
697,698,18-30,Male,Intermediate,48,29,19,40,80,33,26,6,3,A,10,17,24,14,18,D
7429,7430,18-30,Male,Intermediate,23,26,6,16,91,77,54,3,2,B,15,26,25,14,2,D
98272,98273,18-30,Male,Intermediate,8,28,5,8,47,12,9,6,1,A,10,0,23,18,11,D
8595,8596,18-30,Male,Intermediate,44,14,20,55,57,48,93,7,3,B,4,19,18,1,13,R
7309,7310,18-30,Male,Intermediate,27,5,16,48,89,83,79,0,2,C,10,8,25,6,30,R
8356,8357,18-30,Male,Intermediate,47,26,9,54,79,11,3,0,0,A,6,12,13,11,20,D
8348,8349,18-30,Male,Intermediate,29,20,19,35,47,85,95,3,0,C,13,33,19,16,23,R
7419,7420,18-30,Male,Intermediate,12,15,17,82,53,53,57,6,1,C,10,14,0,17,28,R
7466,7467,18-30,Male,Intermediate,43,16,25,89,27,71,55,4,3,B,18,16,36,19,1,R
7848,7849,18-30,Male,Intermediate,24,30,8,55,47,36,78,1,1,C,0,10,34,6,21,D
482,483,18-30,Male,Intermediate,7,29,15,66,95,93,56,8,0,A,4,27,44,19,6,R
15972,15973,18-30,Male,Intermediate,9,9,12,18,29,8,12,8,2,C,5,33,19,13,17,R
98382,98383,18-30,Male,Intermediate,37,15,12,60,37,29,95,2,1,A,2,14,25,14,19,D
7410,7411,18-30,Male,Intermediate,33,24,18,27,20,96,93,7,0,A,11,35,38,9,27,R
175,176,18-30,Male,Intermediate,41,14,14,32,48,10,80,4,0,B,9,11,9,18,12,R
7390,7391,18-30,Male,Intermediate,46,16,25,87,49,86,96,6,3,B,13,25,43,2,25,R
7491,7492,18-30,Male,Intermediate,18,26,16,20,18,34,93,6,2,B,0,18,30,12,13,D
98291,98292,18-30,Male,Intermediate,5,25,5,39,42,82,85,1,2,A,15,26,10,15,5,R
717,718,18-30,Male,Intermediate,10,13,5,53,8,52,49,5,3,B,2,23,50,18,0,R
16168,16169,18-30,Male,Intermediate,21,12,4,81,37,43,10,4,2,B,10,23,13,0,27,D
7124,7125,18-30,Male,Intermediate,26,4,19,35,48,24,38,7,2,C,16,4,40,15,22,D
317,318,18-30,Male,Intermediate,18,30,8,71,82,88,71,10,0,C,18,34,23,12,28,R
8146,8147,18-30,Male,Intermediate,26,13,14,20,32,53,14,2,3,C,13,16,25,9,1,D
727,728,18-30,Male,Intermediate,9,17,18,15,88,72,19,0,1,A,14,16,43,0,11,D
15562,15563,18-30,Male,Intermediate,7,11,22,83,65,72,67,7,4,A,8,1,41,15,10,D
8219,8220,18-30,Male,Intermediate,9,5,19,71,94,13,10,6,2,C,9,16,23,15,25,D
7709,7710,18-30,Male,Intermediate,41,30,19,38,39,37,21,1,3,A,14,20,26,7,19,R
98199,98200,18-30,Male,Intermediate,16,16,16,21,88,67,58,1,4,C,10,17,21,3,27,R
15569,15570,18-30,Male,Intermediate,4,14,17,97,56,26,73,2,2,A,6,4,1,11,4,D
96633,96634,18-30,Male,Intermediate,3,4,12,75,63,97,10,0,4,B,8,18,5,4,8,D
7210,7211,18-30,Male,Intermediate,43,14,10,31,79,77,99,6,2,B,10,2,11,15,29,R
98229,98230,18-30,Male,Intermediate,29,6,22,28,82,41,90,7,0,C,10,28,30,12,17,R
99881,99882,18-30,Male,Intermediate,30,3,4,48,24,65,83,4,2,A,9,36,42,10,23,D
15567,15568,18-30,Male,Intermediate,28,5,14,84,45,70,81,4,3,C,13,28,30,12,26,D
15654,15655,18-30,Male,Intermediate,3,19,7,47,22,40,70,4,4,C,13,14,1,7,6,D
387,388,18-30,Male,Intermediate,15,12,14,92,76,25,66,6,2,B,7,11,32,11,23,R
7336,7337,18-30,Male,Intermediate,41,23,7,73,92,27,13,4,4,B,9,6,24,7,15,R
7101,7102,18-30,Male,Intermediate,44,20,11,4,92,6,52,4,1,C,3,14,30,5,5,D
8925,8926,18-30,Male,Intermediate,18,11,0,58,52,90,22,0,1,C,16,5,43,12,1,R
7801,7802,18-30,Male,Intermediate,5,12,20,18,64,26,25,0,4,A,12,25,32,3,2,D
8652,8653,18-30,Male,Intermediate,18,22,8,31,50,8,0,2,3,A,5,19,2,6,5,R
7213,7214,18-30,Male,Intermediate,22,21,13,50,25,80,77,4,0,A,16,5,3,13,10,D
7099,7100,18-30,Male,Intermediate,11,4,4,12,68,78,92,1,1,A,9,26,14,18,21,D
98405,98406,18-30,Male,Intermediate,41,6,14,37,74,98,9,6,0,C,3,29,46,13,19,R
7330,7331,18-30,Male,Intermediate,19,0,24,79,24,62,6,5,1,C,13,23,12,4,7,R
15636,15637,18-30,Male,Intermediate,28,16,16,41,8,77,43,0,0,B,2,6,9,13,23,D
458,459,18-30,Male,Intermediate,38,22,23,54,14,90,35,0,4,B,8,32,40,8,23,R
8715,8716,18-30,Male,Intermediate,24,22,1,15,68,96,77,0,1,B,5,28,13,2,17,D
8872,8873,18-30,Male,Intermediate,21,16,4,25,66,53,47,9,1,B,18,28,42,15,12,R
7970,7971,18-30,Male,Intermediate,13,29,24,66,18,68,82,4,3,A,7,34,0,8,15,R
43,44,18-30,Male,Intermediate,9,10,14,62,100,70,53,5,2,B,15,4,15,20,18,R
7690,7691,18-30,Male,Intermediate,25,12,3,36,86,17,97,6,4,B,15,7,16,15,25,R
98341,98342,18-30,Male,Intermediate,45,2,24,93,25,86,53,0,3,B,15,29,29,0,9,R
7823,7824,18-30,Male,Intermediate,36,4,22,63,54,55,35,10,0,B,8,11,40,14,0,D
410,411,18-30,Male,Intermediate,5,24,9,97,59,76,22,3,1,C,17,22,1,6,23,D
7632,7633,18-30,Male,Intermediate,9,3,0,7,58,58,6,7,1,B,1,4,42,9,20,D
96601,96602,18-30,Male,Intermediate,13,5,10,10,37,28,87,9,1,A,9,25,18,17,23,R
7349,7350,18-30,Male,Intermediate,40,25,13,40,6,10,1,10,1,B,11,4,18,4,0,R
7989,7990,18-30,Male,Intermediate,41,8,24,20,17,65,17,1,4,A,16,19,28,12,27,R
8919,8920,18-30,Male,Intermediate,18,14,5,37,85,20,78,0,2,C,4,12,23,4,28,D
15824,15825,18-30,Male,Intermediate,27,22,23,20,80,89,86,0,0,B,16,23,31,4,12,D
8208,8209,18-30,Male,Intermediate,25,15,2,49,41,85,67,2,4,A,8,18,3,2,30,R
8127,8128,18-30,Male,Intermediate,40,22,8,28,92,11,25,10,1,A,9,2,11,11,28,R
16062,16063,18-30,Male,Intermediate,5,9,17,14,99,63,48,5,2,B,1,12,11,19,16,D
7328,7329,18-30,Male,Intermediate,29,20,7,66,43,42,93,2,3,A,11,29,35,18,18,D
7814,7815,18-30,Male,Intermediate,11,20,20,58,19,12,48,8,1,B,15,0,2,5,20,R
8581,8582,18-30,Male,Intermediate,2,29,1,66,79,87,20,6,3,C,1,11,32,2,15,R
15736,15737,18-30,Male,Intermediate,47,17,6,11,28,74,71,7,1,C,8,12,3,10,29,D
8207,8208,18-30,Male,Intermediate,22,3,9,73,80,67,28,3,0,A,4,20,13,0,16,D
48,49,18-30,Male,Intermediate,46,22,4,58,39,67,84,1,0,C,9,3,9,10,15,R
86256,86257,31-45,Male,Intermediate,14,23,7,96,18,37,76,3,0,C,17,22,17,19,2,D
35749,35750,31-45,Male,Intermediate,32,8,10,66,25,68,69,0,3,A,8,31,16,20,24,R
62588,62589,31-45,Male,Intermediate,11,30,9,8,81,100,22,0,0,A,12,23,0,1,22,D
86251,86252,31-45,Male,Intermediate,21,15,5,39,47,98,95,8,4,C,13,23,1,0,28,D
35672,35673,31-45,Male,Intermediate,18,17,23,32,46,92,30,6,2,C,18,18,9,8,13,R
62620,62621,31-45,Male,Intermediate,10,16,1,17,19,67,80,1,4,B,10,24,38,7,29,R
92099,92100,31-45,Male,Intermediate,15,2,7,27,18,55,85,0,2,B,13,35,43,12,13,R
62678,62679,31-45,Male,Intermediate,18,17,22,2,48,96,78,1,1,B,3,31,6,6,25,R
97631,97632,31-45,Male,Intermediate,23,22,14,65,85,96,45,4,2,C,8,17,31,19,21,D
4844,4845,31-45,Male,Intermediate,25,2,8,11,54,60,9,3,3,B,9,12,19,17,21,R
92107,92108,31-45,Male,Intermediate,49,0,0,100,97,92,100,9,2,B,5,19,14,19,8,R
62687,62688,31-45,Male,Intermediate,23,5,2,4,95,98,89,10,0,C,9,1,15,6,9,R
35666,35667,31-45,Male,Intermediate,31,21,5,12,34,46,96,7,2,C,8,7,34,20,27,D
11325,11326,31-45,Male,Intermediate,49,24,16,88,34,92,47,1,3,A,16,30,40,4,27,D
50431,50432,31-45,Male,Intermediate,44,7,21,7,1,37,34,10,4,C,2,36,36,10,6,R
62596,62597,31-45,Male,Intermediate,7,27,7,39,1,29,14,8,2,A,2,25,34,15,10,D
47727,47728,31-45,Male,Intermediate,41,4,5,58,4,9,46,10,2,C,15,29,19,16,10,D
35709,35710,31-45,Male,Intermediate,17,26,19,4,9,45,2,9,3,A,6,16,47,10,20,D
90148,90149,31-45,Male,Intermediate,49,29,10,90,72,95,25,2,0,B,4,15,14,20,30,D
92067,92068,31-45,Male,Intermediate,2,22,6,28,32,98,4,6,4,B,6,2,39,0,0,D
62387,62388,31-45,Male,Intermediate,44,12,23,99,32,60,78,5,1,B,6,12,1,18,14,R
35938,35939,31-45,Male,Intermediate,29,9,1,13,76,2,11,8,4,C,4,12,47,16,15,R
92018,92019,31-45,Male,Intermediate,44,22,22,99,26,89,52,1,4,B,15,26,45,4,23,D
35943,35944,31-45,Male,Intermediate,7,9,10,9,98,88,77,6,2,A,7,24,30,2,7,D
97638,97639,31-45,Male,Intermediate,0,10,17,7,28,73,37,8,1,B,16,32,12,9,12,D
47689,47690,31-45,Male,Intermediate,44,1,11,60,16,69,98,2,1,B,5,28,17,16,9,D
62377,62378,31-45,Male,Intermediate,50,21,6,49,49,31,69,9,0,A,13,19,46,19,28,R
62375,62376,31-45,Male,Intermediate,29,3,14,36,11,85,37,9,2,B,7,5,26,4,11,D
47687,47688,31-45,Male,Intermediate,50,28,15,93,95,30,57,9,0,C,2,15,35,14,2,D
62370,62371,31-45,Male,Intermediate,19,16,17,85,44,80,76,10,4,C,10,33,35,13,5,R
35967,35968,31-45,Male,Intermediate,47,26,25,40,84,44,22,1,0,B,17,6,31,0,18,R
62366,62367,31-45,Male,Intermediate,30,26,25,26,18,52,4,4,4,A,15,31,44,11,18,R
92015,92016,31-45,Male,Intermediate,2,26,7,56,96,9,65,1,2,B,17,10,30,1,23,R
86342,86343,31-45,Male,Intermediate,17,17,25,72,53,15,73,5,4,A,5,23,17,0,4,D
4867,4868,31-45,Male,Intermediate,40,26,14,88,92,71,34,4,4,B,16,15,26,8,3,R
50460,50461,31-45,Male,Intermediate,22,19,7,80,72,28,3,3,0,A,0,18,6,20,17,D
62307,62308,31-45,Male,Intermediate,10,29,20,57,6,51,10,7,1,B,11,15,33,13,6,D
86363,86364,31-45,Male,Intermediate,27,14,13,32,12,84,10,7,4,C,1,1,17,8,2,D
98932,98933,31-45,Male,Intermediate,49,22,9,69,75,2,34,6,4,B,11,4,7,9,25,R
92006,92007,31-45,Male,Intermediate,6,8,9,14,100,25,57,6,2,C,5,21,32,6,13,D
11226,11227,31-45,Male,Intermediate,48,15,20,64,85,98,21,6,2,A,15,23,8,7,30,R
35924,35925,31-45,Male,Intermediate,36,26,3,2,20,25,14,9,0,C,5,22,3,11,21,D
86263,86264,31-45,Male,Intermediate,33,29,13,74,81,91,55,8,1,A,14,3,12,8,7,R
35922,35923,31-45,Male,Intermediate,9,22,3,75,14,79,37,6,1,A,2,10,2,18,6,D
35640,35641,31-45,Male,Intermediate,14,1,8,2,56,54,88,8,3,A,17,23,3,13,6,R
47710,47711,31-45,Male,Intermediate,45,11,10,55,21,28,64,1,4,C,8,19,7,11,1,R
11290,11291,31-45,Male,Intermediate,20,24,18,97,69,26,64,8,0,C,18,35,29,3,9,D
86296,86297,31-45,Male,Intermediate,44,20,17,51,20,65,18,5,3,A,1,27,3,15,18,D
35793,35794,31-45,Male,Intermediate,43,23,14,27,50,76,87,10,3,C,7,9,49,17,11,R
35798,35799,31-45,Male,Intermediate,4,26,14,63,63,67,41,7,2,A,6,14,33,16,3,R
89587,89588,31-45,Male,Intermediate,16,0,3,55,23,58,18,0,4,C,4,6,46,3,20,D
92042,92043,31-45,Male,Intermediate,23,27,5,3,44,40,77,4,3,B,16,24,14,18,13,R
62507,62508,31-45,Male,Intermediate,19,5,6,69,25,93,31,1,4,B,9,32,38,2,27,D
35834,35835,31-45,Male,Intermediate,13,5,20,45,75,56,65,1,2,C,13,32,1,18,0,R
35838,35839,31-45,Male,Intermediate,15,27,22,16,23,11,2,5,0,B,13,1,37,3,7,D
50434,50435,31-45,Male,Intermediate,43,11,10,65,78,26,79,0,0,B,10,5,24,1,29,D
35848,35849,31-45,Male,Intermediate,28,6,0,93,20,59,47,0,2,B,1,22,8,18,12,D
35854,35855,31-45,Male,Intermediate,47,26,6,11,18,69,49,9,2,A,1,31,18,0,20,R
35883,35884,31-45,Male,Intermediate,49,25,1,8,64,87,23,3,4,C,17,2,47,15,12,D
35884,35885,31-45,Male,Intermediate,10,29,24,2,35,93,21,1,4,B,5,19,31,14,1,R
35885,35886,31-45,Male,Intermediate,6,18,2,26,81,37,6,8,1,A,17,22,23,12,6,D
62439,62440,31-45,Male,Intermediate,48,4,4,53,46,76,69,8,2,C,3,10,2,6,17,R
35887,35888,31-45,Male,Intermediate,36,14,13,69,94,59,75,10,1,B,14,33,43,8,27,D
35893,35894,31-45,Male,Intermediate,5,13,21,48,89,5,11,8,1,B,8,0,42,4,20,D
92028,92029,31-45,Male,Intermediate,31,29,19,31,3,27,45,0,2,B,9,12,20,12,26,D
62399,62400,31-45,Male,Intermediate,17,0,24,43,81,90,9,2,2,A,15,33,15,3,24,R
62390,62391,31-45,Male,Intermediate,38,17,13,45,40,15,2,5,1,A,1,9,41,12,17,R
62712,62713,31-45,Male,Intermediate,40,15,19,1,65,79,42,5,3,A,17,7,10,9,13,R
47779,47780,31-45,Male,Intermediate,33,15,10,57,17,76,58,7,2,B,12,1,42,9,9,R
