,Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
78905,78906,18-30,Male,Beginner,2,11,1,97,72,71,50,10,2,C,2,2,23,10,24,D
44091,44092,18-30,Male,Beginner,22,18,17,97,96,59,81,0,2,A,5,35,4,15,17,D
44120,44121,18-30,Male,Beginner,36,29,1,24,33,47,16,1,1,C,15,0,12,12,27,D
44125,44126,18-30,Male,Beginner,40,23,7,36,73,59,22,4,2,C,11,3,47,17,2,D
78926,78927,18-30,Male,Beginner,10,0,12,54,65,64,93,10,3,A,5,13,42,7,5,R
56308,56309,18-30,Male,Beginner,7,23,18,92,22,80,68,8,2,A,18,31,20,8,22,R
78956,78957,18-30,Male,Beginner,38,5,0,62,32,80,17,4,4,C,1,0,35,3,1,R
56074,56075,18-30,Male,Beginner,42,30,23,99,4,79,40,3,1,B,1,13,32,7,24,R
45456,45457,18-30,Male,Beginner,33,27,19,0,39,24,10,3,1,C,17,27,4,1,19,D
43992,43993,18-30,Male,Beginner,48,2,22,35,0,35,73,7,1,C,4,20,38,5,1,R
78459,78460,18-30,Male,Beginner,9,21,7,20,61,19,66,2,2,A,9,11,15,1,1,R
44012,44013,18-30,Male,Beginner,2,22,6,33,7,33,40,1,2,A,9,8,30,7,17,D
21772,21773,18-30,Male,Beginner,39,11,1,78,33,79,89,9,1,A,4,3,27,17,28,R
78473,78474,18-30,Male,Beginner,5,5,8,70,82,32,20,3,1,C,4,36,26,13,16,D
44145,44146,18-30,Male,Beginner,47,18,8,2,50,24,5,10,4,B,1,4,44,15,11,D
44151,44152,18-30,Male,Beginner,9,30,15,89,79,32,70,2,3,B,2,30,12,14,3,D
21759,21760,18-30,Male,Beginner,25,4,9,8,38,59,89,5,4,C,17,18,25,8,22,D
56106,56107,18-30,Male,Beginner,22,12,2,6,81,99,79,2,0,C,10,36,17,6,25,D
56191,56192,18-30,Male,Beginner,1,16,23,28,30,84,37,2,0,B,18,31,7,8,27,R
78522,78523,18-30,Male,Beginner,38,17,25,98,87,11,14,2,4,B,16,19,1,20,5,D
21966,21967,18-30,Male,Beginner,29,3,0,1,96,7,36,0,0,B,2,32,38,1,26,R
44281,44282,18-30,Male,Beginner,19,2,7,3,36,34,95,4,1,C,10,36,11,6,22,R
21810,21811,18-30,Male,Beginner,22,25,23,1,78,26,85,3,2,A,14,8,0,9,22,D
21197,21198,18-30,Male,Beginner,12,30,22,9,5,70,74,3,0,C,7,12,48,13,6,D
55179,55180,18-30,Male,Beginner,21,3,9,80,44,6,55,0,2,B,12,34,31,10,4,R
21721,21722,18-30,Male,Beginner,40,24,4,38,76,90,43,5,0,C,1,6,7,7,30,R
55524,55525,18-30,Male,Beginner,42,20,10,66,60,9,39,1,0,A,17,23,39,20,3,D
44762,44763,18-30,Male,Beginner,12,18,4,44,39,94,62,9,4,A,16,9,20,10,21,D
44779,44780,18-30,Male,Beginner,24,0,18,35,70,92,71,0,1,A,15,28,21,13,30,R
44788,44789,18-30,Male,Beginner,28,17,23,52,51,5,54,4,4,C,10,0,49,10,14,R
44818,44819,18-30,Male,Beginner,38,9,17,43,18,67,23,2,3,C,14,33,6,6,24,R
79583,79584,18-30,Male,Beginner,40,4,0,41,19,19,49,7,1,C,18,3,47,2,9,R
55476,55477,18-30,Male,Beginner,21,8,0,10,40,33,71,7,1,A,10,18,49,1,19,R
79524,79525,18-30,Male,Beginner,6,6,15,9,58,75,94,4,2,A,18,20,9,7,29,D
55459,55460,18-30,Male,Beginner,7,19,2,42,97,27,28,10,1,B,15,14,2,12,16,D
55544,55545,18-30,Male,Beginner,43,5,10,56,89,42,28,10,1,C,9,0,41,13,2,D
55554,55555,18-30,Male,Beginner,37,8,19,99,24,77,34,9,1,A,10,25,3,9,6,D
55629,55630,18-30,Male,Beginner,19,1,12,68,74,56,49,9,4,C,0,22,39,20,24,R
55617,55618,18-30,Male,Beginner,9,1,2,59,33,10,88,8,1,A,11,30,33,17,30,R
79477,79478,18-30,Male,Beginner,7,20,2,26,16,24,93,6,3,C,17,34,23,8,15,R
79467,79468,18-30,Male,Beginner,10,13,18,78,89,49,73,10,4,A,14,21,48,11,25,R
45021,45022,18-30,Male,Beginner,31,5,9,38,6,41,8,5,1,A,5,33,7,13,9,R
20739,20740,18-30,Male,Beginner,46,29,25,6,90,16,26,2,1,B,4,29,29,6,12,R
79488,79489,18-30,Male,Beginner,0,4,22,80,21,72,46,5,0,C,12,13,26,4,28,R
45046,45047,18-30,Male,Beginner,8,29,21,50,46,62,42,9,0,B,7,6,29,14,2,D
55582,55583,18-30,Male,Beginner,31,22,21,70,73,83,48,6,0,B,0,25,32,5,5,D
20714,20715,18-30,Male,Beginner,13,17,10,68,89,5,39,1,3,C,4,29,48,18,6,R
45110,45111,18-30,Male,Beginner,16,30,25,36,87,59,72,2,3,A,13,15,41,0,16,R
44948,44949,18-30,Male,Beginner,43,24,24,26,15,28,44,0,0,A,6,6,16,18,8,R
20588,20589,18-30,Male,Beginner,31,1,3,4,25,6,38,1,4,A,6,35,36,16,29,R
79735,79736,18-30,Male,Beginner,7,5,6,49,29,32,82,2,1,A,5,29,24,5,25,D
55525,55526,18-30,Male,Beginner,38,4,13,51,13,99,47,3,4,C,3,30,2,18,22,R
79571,79572,18-30,Male,Beginner,45,22,12,24,59,53,98,5,1,A,4,27,9,7,14,R
79570,79571,18-30,Male,Beginner,45,18,8,10,95,88,98,4,0,B,6,10,28,4,5,D
55535,55536,18-30,Male,Beginner,22,27,22,20,36,79,11,7,2,C,2,7,44,8,11,D
45484,45485,18-30,Male,Beginner,38,12,18,53,31,71,82,7,0,C,1,4,3,9,25,R
45490,45491,18-30,Male,Beginner,9,24,7,7,18,91,48,0,4,B,1,2,11,20,5,R
45495,45496,18-30,Male,Beginner,30,14,10,45,34,47,77,3,0,C,0,14,41,4,29,D
78581,78582,18-30,Male,Beginner,50,6,5,61,8,35,38,2,1,B,17,28,38,11,26,D
45341,45342,18-30,Male,Beginner,4,12,24,65,87,71,66,3,2,C,6,23,44,6,14,R
78564,78565,18-30,Male,Beginner,7,6,20,95,18,3,70,9,4,C,17,29,17,9,12,R
54921,54922,18-30,Male,Beginner,35,1,6,97,81,85,44,1,4,B,2,16,22,20,4,R
78582,78583,18-30,Male,Beginner,19,28,24,86,15,39,84,0,2,A,6,9,38,3,16,R
44843,44844,18-30,Male,Beginner,50,8,4,72,25,55,19,8,0,B,12,2,28,10,1,R
44847,44848,18-30,Male,Beginner,21,10,25,56,6,55,7,5,2,B,14,11,38,20,18,D
44869,44870,18-30,Male,Beginner,35,11,9,14,66,0,35,7,1,C,17,5,32,13,29,D
21669,21670,18-30,Male,Beginner,15,16,13,94,42,8,50,10,3,A,9,35,1,13,30,R
55167,55168,18-30,Male,Beginner,47,9,20,64,26,48,18,5,2,C,16,1,47,3,10,R
54966,54967,18-30,Male,Beginner,20,21,15,41,8,53,29,6,2,A,14,18,30,1,19,D
21745,21746,18-30,Male,Beginner,30,28,14,42,90,61,14,8,2,B,5,25,3,5,4,R
20663,20664,18-30,Male,Beginner,37,22,19,6,71,68,12,7,1,A,12,23,47,1,26,R
55029,55030,18-30,Male,Beginner,12,24,24,11,8,25,25,4,4,A,3,7,34,14,1,D
44889,44890,18-30,Male,Beginner,7,5,16,65,43,80,95,10,2,B,18,23,30,3,5,R
55024,55025,18-30,Male,Beginner,33,10,6,10,49,80,67,3,4,A,13,3,7,4,21,R
20657,20658,18-30,Male,Beginner,8,11,1,34,86,81,95,4,3,B,3,24,42,3,1,R
44916,44917,18-30,Male,Beginner,40,26,0,51,32,37,31,9,3,B,2,17,2,13,15,R
55008,55009,18-30,Male,Beginner,39,29,12,33,32,11,60,7,1,C,7,7,0,9,13,D
20638,20639,18-30,Male,Beginner,20,8,13,59,24,27,28,10,0,A,2,30,38,15,9,R
79568,79569,18-30,Male,Beginner,36,1,7,34,22,42,100,9,2,A,9,3,20,13,15,R
55633,55634,18-30,Male,Beginner,49,0,15,75,46,31,82,4,4,B,2,19,29,9,3,R
55254,55255,18-30,Male,Beginner,17,10,22,10,48,55,14,7,3,B,5,24,36,15,27,D
55035,55036,18-30,Male,Beginner,25,9,6,46,16,93,61,0,4,B,1,3,48,3,23,R
55334,55335,18-30,Male,Beginner,8,21,12,71,16,87,81,1,2,C,13,17,38,5,1,D
56222,56223,18-30,Male,Beginner,26,15,18,4,81,42,100,9,2,C,17,16,37,10,8,R
21202,21203,18-30,Male,Beginner,38,9,6,99,25,81,52,2,3,B,14,16,10,8,19,R
53460,53461,18-30,Male,Beginner,16,7,16,6,18,54,90,5,4,B,13,26,10,18,26,D
46988,46989,18-30,Male,Beginner,45,19,19,15,43,56,46,9,3,C,8,6,27,8,3,D
53456,53457,18-30,Male,Beginner,41,26,0,99,61,53,83,7,3,A,17,22,8,3,1,R
53455,53456,18-30,Male,Beginner,21,24,16,57,33,89,19,3,3,C,4,12,44,9,20,D
19441,19442,18-30,Male,Beginner,45,14,18,18,52,79,57,8,4,B,10,13,49,19,23,R
80703,80704,18-30,Male,Beginner,26,15,10,10,19,15,19,5,0,A,17,32,2,7,9,D
46395,46396,18-30,Male,Beginner,4,30,6,100,65,80,5,8,4,C,6,8,38,3,25,R
19406,19407,18-30,Male,Beginner,6,22,8,64,2,47,53,0,2,B,10,3,50,13,12,R
53985,53986,18-30,Male,Beginner,30,0,20,84,90,30,40,5,2,A,11,26,25,17,14,D
54005,54006,18-30,Male,Beginner,32,16,21,39,29,85,0,10,4,B,16,25,42,19,0,D
46456,46457,18-30,Male,Beginner,0,30,22,91,90,44,3,4,2,C,5,25,5,7,6,D
46457,46458,18-30,Male,Beginner,42,1,0,4,16,0,29,9,0,A,11,0,40,11,17,R
46460,46461,18-30,Male,Beginner,49,4,13,95,33,49,57,3,4,A,9,11,45,14,15,D
80582,80583,18-30,Male,Beginner,23,22,3,12,61,96,48,0,3,B,14,12,30,1,3,R
19454,19455,18-30,Male,Beginner,22,8,13,19,52,48,65,8,3,A,4,20,50,1,7,R
54107,54108,18-30,Male,Beginner,28,9,5,16,26,41,7,0,3,C,8,9,23,11,24,R
54106,54107,18-30,Male,Beginner,38,18,21,96,38,86,87,9,0,B,8,14,28,1,24,R
19612,19613,18-30,Male,Beginner,43,5,24,67,3,4,74,6,2,B,10,35,3,14,16,R
54098,54099,18-30,Male,Beginner,13,23,22,41,6,93,53,7,4,B,1,16,49,8,16,R
54094,54095,18-30,Male,Beginner,42,11,12,44,23,30,19,2,1,A,18,11,7,2,9,D
54089,54090,18-30,Male,Beginner,27,6,16,89,100,59,27,10,0,B,18,0,44,15,5,D
46302,46303,18-30,Male,Beginner,2,18,11,61,4,58,81,7,0,A,13,25,8,12,21,R
19605,19606,18-30,Male,Beginner,45,7,13,40,37,80,98,7,3,C,17,36,49,18,28,R
80640,80641,18-30,Male,Beginner,16,7,2,51,67,84,60,1,4,A,11,4,32,0,22,R
53843,53844,18-30,Male,Beginner,48,12,17,95,38,88,81,9,1,A,8,29,8,19,30,D
19467,19468,18-30,Male,Beginner,27,0,19,73,71,3,27,2,0,C,12,30,4,16,2,D
80758,80759,18-30,Male,Beginner,12,9,1,95,95,10,37,9,4,B,16,8,31,5,14,R
46923,46924,18-30,Male,Beginner,20,15,25,38,13,52,62,2,4,A,13,24,42,18,28,D
81214,81215,18-30,Male,Beginner,24,15,18,87,68,6,91,7,2,A,9,26,31,6,2,D
81280,81281,18-30,Male,Beginner,33,26,14,79,22,10,94,10,1,A,12,22,49,8,25,D
18797,18798,18-30,Male,Beginner,41,18,17,38,62,65,85,0,4,C,12,31,3,13,10,D
18795,18796,18-30,Male,Beginner,39,19,15,48,9,16,76,0,1,C,4,22,39,19,11,R
81292,81293,18-30,Male,Beginner,10,8,8,45,87,67,9,4,0,B,3,13,47,14,2,R
46761,46762,18-30,Male,Beginner,33,17,10,50,46,4,67,3,4,C,17,20,9,11,14,D
53700,53701,18-30,Male,Beginner,28,11,24,35,9,22,56,0,2,A,6,11,13,17,26,R
53699,53700,18-30,Male,Beginner,31,6,14,63,57,52,31,1,1,A,17,6,35,12,13,R
18776,18777,18-30,Male,Beginner,25,20,13,55,51,41,79,5,0,C,11,27,0,2,10,D
18911,18912,18-30,Male,Beginner,39,24,24,20,45,27,95,8,3,C,5,19,7,16,5,D
81327,81328,18-30,Male,Beginner,25,25,14,75,73,93,12,1,4,A,2,28,10,0,21,R
53548,53549,18-30,Male,Beginner,11,22,4,6,56,32,64,8,0,C,13,36,1,17,22,R
47018,47019,18-30,Male,Beginner,11,7,0,58,70,59,67,3,0,B,7,35,38,18,5,R
80648,80649,18-30,Male,Beginner,17,16,14,47,80,37,82,4,0,C,16,15,6,12,29,R
47021,47022,18-30,Male,Beginner,5,24,2,26,63,0,41,5,1,C,10,26,13,3,5,D
53411,53412,18-30,Male,Beginner,8,3,21,57,54,4,58,4,2,C,17,25,9,14,3,R
47028,47029,18-30,Male,Beginner,18,15,6,71,21,9,34,10,4,A,7,23,6,18,11,R
81336,81337,18-30,Male,Beginner,14,14,16,31,88,96,0,10,3,B,0,8,38,6,8,R
47030,47031,18-30,Male,Beginner,15,3,22,8,20,74,83,1,1,C,4,35,38,1,12,R
47034,47035,18-30,Male,Beginner,22,7,5,13,38,99,50,7,0,A,13,34,21,19,4,R
47037,47038,18-30,Male,Beginner,33,24,6,10,38,100,44,3,2,A,8,7,33,13,25,R
18894,18895,18-30,Male,Beginner,46,24,19,28,36,29,73,10,1,B,14,5,24,20,11,R
53453,53454,18-30,Male,Beginner,6,24,23,23,71,26,16,1,4,A,7,10,11,18,19,D
18864,18865,18-30,Male,Beginner,0,20,0,54,38,14,23,8,2,C,1,0,36,11,27,D
47075,47076,18-30,Male,Beginner,18,24,14,93,81,44,97,7,3,C,4,31,47,0,23,R
47003,47004,18-30,Male,Beginner,19,5,0,97,56,56,1,1,0,C,9,20,20,8,5,D
18854,18855,18-30,Male,Beginner,11,22,9,70,77,93,8,10,4,C,18,25,20,5,24,R
53417,53418,18-30,Male,Beginner,37,18,10,38,27,96,34,7,1,A,2,22,41,3,4,R
44053,44054,18-30,Male,Beginner,41,1,9,71,84,56,74,4,2,B,13,25,2,9,1,R
46374,46375,18-30,Male,Beginner,44,12,23,24,44,59,67,6,1,A,18,16,43,16,0,D
46380,46381,18-30,Male,Beginner,24,28,5,22,81,80,29,2,1,B,11,19,44,9,12,D
44391,44392,18-30,Male,Beginner,35,12,11,13,22,24,41,7,4,B,16,10,14,0,11,R
21467,21468,18-30,Male,Beginner,8,21,4,64,0,90,9,4,2,B,9,16,49,0,19,R
78794,78795,18-30,Male,Beginner,21,10,10,70,47,76,68,3,4,B,5,16,47,0,12,D
21532,21533,18-30,Male,Beginner,14,0,17,77,95,42,40,3,2,C,2,1,37,16,21,R
55675,55676,18-30,Male,Beginner,29,12,6,26,57,26,82,9,3,A,10,19,31,11,26,D
44428,44429,18-30,Male,Beginner,32,23,15,26,70,74,40,2,0,B,13,5,22,1,1,R
78716,78717,18-30,Male,Beginner,7,10,21,100,62,83,29,4,2,B,7,32,47,12,0,D
44448,44449,18-30,Male,Beginner,19,11,22,27,81,95,92,4,3,C,1,0,46,19,19,D
78723,78724,18-30,Male,Beginner,33,16,24,86,28,29,74,5,0,B,0,9,38,13,6,D
21513,21514,18-30,Male,Beginner,41,22,12,11,49,29,60,5,4,B,0,33,1,2,1,D
21494,21495,18-30,Male,Beginner,28,12,25,7,45,62,39,7,1,C,6,1,42,0,14,R
21493,21494,18-30,Male,Beginner,23,7,21,100,83,42,17,9,0,A,0,27,39,2,12,R
78789,78790,18-30,Male,Beginner,50,7,22,64,5,20,92,9,3,B,18,15,20,9,28,R
55786,55787,18-30,Male,Beginner,5,5,7,3,17,63,27,4,0,B,18,32,0,7,29,D
44643,44644,18-30,Male,Beginner,25,23,2,96,26,31,56,3,3,A,2,29,19,19,25,D
44666,44667,18-30,Male,Beginner,23,23,1,45,64,9,94,5,3,A,10,24,37,8,3,R
55765,55766,18-30,Male,Beginner,17,19,6,93,35,30,30,1,4,C,3,6,4,20,21,D
21475,21476,18-30,Male,Beginner,39,24,24,73,54,55,39,9,4,C,11,14,20,14,21,D
55758,55759,18-30,Male,Beginner,5,2,14,11,31,75,35,5,3,B,16,28,17,17,16,R
44725,44726,18-30,Male,Beginner,30,6,0,56,74,59,64,2,2,A,4,31,12,4,0,D
44567,44568,18-30,Male,Beginner,15,29,18,88,61,1,94,7,3,B,10,36,16,19,6,D
79003,79004,18-30,Male,Beginner,17,13,19,69,67,9,61,8,1,C,13,10,45,9,16,D
21221,21222,18-30,Male,Beginner,37,4,2,52,87,59,100,10,4,A,9,27,34,9,29,R
44600,44601,18-30,Male,Beginner,6,3,23,40,30,97,50,4,1,A,4,25,13,8,3,D
56249,56250,18-30,Male,Beginner,36,7,12,63,23,57,68,0,2,A,17,35,35,6,20,R
55720,55721,18-30,Male,Beginner,29,7,25,54,52,17,71,2,4,B,1,11,48,0,28,R
55742,55743,18-30,Male,Beginner,19,28,12,25,65,87,16,3,2,A,7,11,32,11,6,D
21401,21402,18-30,Male,Beginner,18,5,16,16,4,97,77,0,3,A,14,32,46,18,21,R
78835,78836,18-30,Male,Beginner,19,12,10,83,32,96,96,9,3,C,0,22,8,17,27,D
46677,46678,18-30,Male,Beginner,28,26,14,39,16,26,13,10,1,B,6,28,3,4,10,D
53854,53855,18-30,Male,Beginner,2,28,11,78,82,22,1,3,0,B,14,15,12,11,19,D
53861,53862,18-30,Male,Beginner,43,7,23,53,4,22,67,7,1,A,6,15,6,16,23,D
19533,19534,18-30,Male,Beginner,5,15,20,89,97,12,15,4,3,B,15,13,15,5,14,D
53914,53915,18-30,Male,Beginner,6,15,4,6,29,23,28,3,3,A,16,11,26,0,27,R
53909,53910,18-30,Male,Beginner,21,24,5,0,27,35,54,2,0,B,13,8,45,12,16,D
46666,46667,18-30,Male,Beginner,16,27,3,21,33,56,53,3,0,B,16,16,49,7,19,D
46672,46673,18-30,Male,Beginner,46,5,5,69,47,55,6,10,1,A,1,31,23,20,30,R
80945,80946,18-30,Male,Beginner,33,6,9,49,16,45,87,8,0,C,5,12,8,14,20,R
19241,19242,18-30,Male,Beginner,21,6,23,28,66,94,66,2,3,C,15,30,44,9,6,R
46600,46601,18-30,Male,Beginner,5,8,19,23,95,18,96,0,4,A,8,22,49,8,14,R
46505,46506,18-30,Male,Beginner,31,12,23,87,81,64,33,7,3,C,11,7,8,3,24,D
46375,46376,18-30,Male,Beginner,44,5,24,51,52,20,6,0,2,B,7,35,37,10,5,D
46542,46543,18-30,Male,Beginner,25,26,0,95,87,15,3,8,3,B,0,0,17,17,9,R
55877,55878,18-30,Male,Beginner,50,0,25,100,72,85,48,1,3,A,3,0,21,17,20,D
19313,19314,18-30,Male,Beginner,4,1,13,35,81,33,51,6,0,B,18,23,34,2,9,D
80816,80817,18-30,Male,Beginner,46,23,12,34,62,19,71,1,0,C,5,35,23,19,9,D
45514,45515,18-30,Male,Beginner,0,27,20,58,2,94,80,6,2,C,2,5,19,18,25,R
45510,45511,18-30,Male,Beginner,31,13,17,93,46,9,19,10,2,C,1,24,18,5,14,R
44473,44474,18-30,Male,Beginner,4,10,2,12,68,97,69,0,0,B,16,5,3,11,0,D
44476,44477,18-30,Male,Beginner,30,1,15,0,63,10,88,8,1,C,9,11,41,15,24,D
19275,19276,18-30,Male,Beginner,13,18,20,20,16,3,89,1,4,B,5,4,35,0,7,R
55990,55991,18-30,Male,Beginner,4,7,25,87,55,2,1,5,2,C,1,16,50,2,26,R
55987,55988,18-30,Male,Beginner,37,10,19,93,78,49,46,10,3,B,18,27,43,17,8,D
78829,78830,18-30,Male,Beginner,7,16,9,12,93,19,39,7,0,C,4,17,36,4,9,R
21404,21405,18-30,Male,Beginner,50,27,17,11,21,6,43,2,1,B,6,23,16,12,24,R
19328,19329,18-30,Male,Beginner,13,21,17,49,74,5,83,5,4,C,18,21,46,4,12,D
40250,40251,18-30,Male,Beginner,46,16,4,25,3,3,0,5,3,A,10,34,4,12,16,D
40390,40391,18-30,Male,Beginner,43,19,8,15,60,34,0,3,4,A,3,19,1,2,11,R
94760,94761,18-30,Male,Beginner,37,0,7,38,69,49,27,6,3,C,10,19,28,2,20,D
91764,91765,18-30,Male,Beginner,14,1,2,25,24,26,90,10,1,C,3,30,15,15,17,R
9486,9487,18-30,Male,Beginner,25,18,15,34,8,72,25,2,2,A,3,1,12,5,16,D
9464,9465,18-30,Male,Beginner,47,4,15,83,39,92,50,9,2,C,4,33,19,12,11,D
9450,9451,18-30,Male,Beginner,34,22,11,33,5,29,62,0,4,B,16,20,9,1,14,R
9435,9436,18-30,Male,Beginner,26,9,0,51,3,73,17,8,3,C,2,0,39,4,10,D
90424,90425,18-30,Male,Beginner,34,12,16,9,17,11,42,10,3,A,13,30,22,4,18,R
8540,8541,18-30,Male,Beginner,17,25,21,55,41,98,82,6,4,B,17,10,32,11,23,D
9410,9411,18-30,Male,Beginner,49,23,6,45,10,50,91,7,2,C,18,28,6,7,30,R
8464,8465,18-30,Male,Beginner,30,14,12,24,49,21,98,10,0,A,5,20,10,19,23,R
8391,8392,18-30,Male,Beginner,48,1,13,30,11,93,29,7,0,A,14,14,16,9,6,R
90469,90470,18-30,Male,Beginner,27,14,4,60,9,47,0,10,0,C,13,25,24,2,1,D
91464,91465,18-30,Male,Beginner,18,20,4,55,100,90,96,9,1,A,15,6,15,12,28,R
8396,8397,18-30,Male,Beginner,6,4,12,52,9,43,3,3,0,B,7,35,38,18,10,R
90471,90472,18-30,Male,Beginner,19,22,18,11,76,42,64,10,4,A,16,25,27,16,18,R
91455,91456,18-30,Male,Beginner,32,6,9,92,48,68,4,1,2,A,1,10,17,13,2,R
9564,9565,18-30,Male,Beginner,27,24,5,14,78,77,32,4,4,C,0,33,5,19,16,D
91465,91466,18-30,Male,Beginner,34,22,11,62,6,85,92,1,4,A,16,26,19,1,25,R
8452,8453,18-30,Male,Beginner,18,3,1,40,70,27,42,8,2,C,7,20,21,16,19,R
89955,89956,18-30,Male,Beginner,10,30,20,27,22,20,83,5,4,B,8,23,19,13,14,R
9506,9507,18-30,Male,Beginner,26,2,16,22,15,21,30,6,4,B,17,21,48,4,13,R
7899,7900,18-30,Male,Beginner,40,27,2,22,1,3,34,5,3,B,3,30,22,7,25,R
7900,7901,18-30,Male,Beginner,38,18,13,85,61,62,50,3,3,B,3,31,22,4,8,R
89982,89983,18-30,Male,Beginner,44,21,25,23,2,70,62,5,4,B,2,23,20,15,16,R
91545,91546,18-30,Male,Beginner,45,23,5,61,12,10,39,1,2,A,17,8,15,0,9,D
91528,91529,18-30,Male,Beginner,29,3,0,11,71,62,36,2,1,A,11,31,41,18,21,D
8522,8523,18-30,Male,Beginner,7,4,13,9,72,63,2,5,1,B,18,27,2,2,18,D
89996,89997,18-30,Male,Beginner,37,3,12,76,33,76,39,7,0,B,6,35,13,12,9,R
9703,9704,18-30,Male,Beginner,0,7,0,45,95,99,48,2,4,C,0,7,14,17,28,D
8489,8490,18-30,Male,Beginner,27,13,14,41,23,54,76,4,4,B,5,19,9,2,25,R
8320,8321,18-30,Male,Beginner,49,19,15,85,83,29,57,2,2,B,3,17,42,20,12,R
58370,58371,18-30,Male,Beginner,18,3,1,4,6,35,28,2,2,C,2,5,14,18,28,D
8340,8341,18-30,Male,Beginner,41,19,3,11,100,14,19,4,3,B,17,1,12,16,24,R
8344,8345,18-30,Male,Beginner,19,3,0,47,95,94,4,4,4,B,0,23,42,19,12,D
90263,90264,18-30,Male,Beginner,37,20,11,98,24,34,49,10,0,B,4,17,30,3,9,R
58454,58455,18-30,Male,Beginner,28,11,11,83,41,7,74,0,3,A,1,8,36,17,7,D
9642,9643,18-30,Male,Beginner,16,19,8,37,35,98,7,1,1,B,3,28,31,5,21,D
90277,90278,18-30,Male,Beginner,45,27,24,69,21,22,16,10,1,A,5,30,43,11,19,D
58416,58417,18-30,Male,Beginner,24,16,5,48,100,24,15,1,1,C,1,17,1,12,17,R
9598,9599,18-30,Male,Beginner,44,26,20,77,16,51,72,6,3,C,12,21,3,0,2,D
8285,8286,18-30,Male,Beginner,7,17,17,75,53,86,39,9,4,C,12,0,0,15,21,R
8283,8284,18-30,Male,Beginner,43,14,15,58,62,5,81,2,0,A,17,11,1,16,6,R
58389,58390,18-30,Male,Beginner,9,6,19,73,32,75,29,8,4,B,1,15,11,3,25,R
8165,8166,18-30,Male,Beginner,31,21,17,51,85,82,32,10,2,B,2,31,1,0,3,R
91659,91660,18-30,Male,Beginner,14,21,5,66,82,40,24,8,3,B,1,25,28,16,0,D
8226,8227,18-30,Male,Beginner,30,6,6,62,26,5,44,10,3,A,7,26,10,0,16,R
91640,91641,18-30,Male,Beginner,37,4,19,80,28,3,34,8,4,A,14,6,22,11,9,R
91637,91638,18-30,Male,Beginner,30,3,17,14,78,65,89,10,3,B,1,28,36,6,19,D
91668,91669,18-30,Male,Beginner,42,10,21,79,19,98,87,3,0,C,4,23,46,9,8,D
90414,90415,18-30,Male,Beginner,35,7,14,81,82,26,22,1,3,A,11,36,19,13,16,D
91607,91608,18-30,Male,Beginner,32,23,25,13,30,92,67,1,3,B,11,20,42,17,29,R
91605,91606,18-30,Male,Beginner,14,14,11,89,54,46,79,0,2,B,1,28,24,10,14,D
90545,90546,18-30,Male,Beginner,22,23,7,49,51,61,84,10,3,A,7,12,29,18,22,R
9753,9754,18-30,Male,Beginner,30,23,23,11,15,60,45,10,0,C,2,29,47,6,13,D
90553,90554,18-30,Male,Beginner,28,12,21,67,53,78,24,7,1,A,18,5,10,13,19,D
90560,90561,18-30,Male,Beginner,15,27,3,63,59,62,79,3,2,C,4,10,15,14,3,D
91520,91521,18-30,Male,Beginner,12,14,25,72,91,31,43,5,1,A,7,12,15,1,16,D
91516,91517,18-30,Male,Beginner,40,17,1,52,69,53,19,4,3,C,4,6,37,13,9,D
91509,91510,18-30,Male,Beginner,38,29,19,14,38,13,41,2,1,C,4,18,10,11,24,R
8123,8124,18-30,Male,Beginner,34,10,22,92,72,36,48,8,0,A,12,16,34,7,12,D
91864,91865,18-30,Male,Beginner,2,9,0,4,7,16,52,9,0,A,3,27,22,10,2,R
90055,90056,18-30,Male,Beginner,37,24,12,13,16,16,15,5,1,B,11,25,1,9,30,R
91846,91847,18-30,Male,Beginner,8,21,18,36,47,40,17,8,0,A,8,8,11,2,14,D
90067,90068,18-30,Male,Beginner,5,28,14,67,24,45,80,0,0,B,14,12,21,18,15,D
9873,9874,18-30,Male,Beginner,48,30,4,9,19,68,65,10,4,C,13,8,1,9,27,R
90114,90115,18-30,Male,Beginner,34,14,14,9,27,64,44,2,1,A,17,33,38,1,16,D
9866,9867,18-30,Male,Beginner,41,18,20,47,6,75,31,2,1,C,18,25,44,20,11,R
9862,9863,18-30,Male,Beginner,42,13,7,8,2,30,68,0,1,B,8,17,34,11,4,D
88069,88070,18-30,Male,Beginner,24,27,13,73,78,97,58,1,1,A,9,26,0,12,17,R
9853,9854,18-30,Male,Beginner,13,18,12,92,57,90,75,0,3,A,11,8,12,6,0,D
9102,9103,18-30,Male,Beginner,24,17,14,71,4,19,36,8,3,A,4,14,42,13,16,R
91963,91964,18-30,Male,Beginner,38,19,15,34,25,56,27,4,3,A,2,35,15,19,13,R
91950,91951,18-30,Male,Beginner,10,25,0,15,43,68,62,10,1,A,7,31,36,6,26,R
9309,9310,18-30,Male,Beginner,46,19,4,46,32,72,91,7,4,C,11,1,26,9,25,R
