Player ID,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente,Partido,Edad,Género_x
499,30,30,14,15,25,14,17,6,0,A,14,20,49,4,17,R,5,31-45,Masculino
500,30,23,6,48,11,87,92,4,2,A,12,10,18,8,12,R,5,31-45,Masculino
501,8,29,2,70,14,69,24,6,0,A,12,8,44,17,21,R,5,31-45,Masculino
502,43,1,10,10,99,87,100,2,4,A,8,20,24,19,9,D,5,31-45,Masculino
503,31,5,18,33,53,69,5,1,4,B,10,27,15,6,12,R,5,31-45,Masculino
504,5,11,23,49,64,82,59,4,4,C,12,12,16,5,21,R,5,31-45,Masculino
505,27,16,3,82,49,20,62,4,3,C,5,13,12,10,18,D,5,31-45,Masculino
506,17,9,19,100,54,53,72,4,2,A,6,27,18,5,19,R,5,31-45,Masculino
507,44,24,18,91,8,15,42,6,2,B,12,15,3,11,11,D,5,31-45,Masculino
508,3,7,6,95,41,63,67,2,4,A,15,17,50,4,5,D,5,31-45,Masculino
509,34,2,8,5,80,6,17,3,2,B,14,34,21,11,12,R,5,31-45,Masculino
510,44,11,21,1,80,84,52,3,0,C,10,0,2,19,12,D,5,31-45,Masculino
511,25,3,21,34,5,48,74,6,1,B,9,14,16,2,11,D,5,31-45,Masculino
512,23,5,19,25,82,70,96,0,2,B,9,32,26,17,28,R,5,31-45,Masculino
513,19,10,21,38,0,37,96,0,4,B,15,28,29,11,23,R,5,31-45,Masculino
514,5,17,6,3,55,23,40,8,2,C,1,12,13,5,26,D,5,31-45,Masculino
515,30,27,4,51,33,59,53,5,4,C,8,36,20,16,19,D,5,31-45,Masculino
516,7,18,20,84,30,63,16,10,0,C,8,35,12,5,15,D,5,31-45,Masculino
517,29,14,6,29,82,94,40,5,2,A,17,1,32,18,10,R,5,31-45,Masculino
518,0,0,24,17,69,16,94,1,3,A,4,8,12,2,23,R,5,31-45,Masculino
519,33,6,16,25,26,56,56,1,0,B,8,29,25,6,9,D,5,31-45,Masculino
520,17,21,10,59,54,89,61,9,0,C,12,1,49,15,27,R,5,31-45,Masculino
521,41,16,9,37,76,14,26,9,4,C,0,3,11,7,25,R,5,31-45,Masculino
522,12,4,15,16,58,71,80,2,1,C,3,13,5,7,19,D,5,31-45,Masculino
523,6,2,19,100,94,49,79,8,1,A,14,7,2,16,4,R,5,31-45,Masculino
524,45,4,5,68,19,40,32,10,1,A,5,12,36,6,27,R,5,31-45,Masculino
525,46,2,9,65,45,57,45,6,4,A,10,30,17,3,2,R,5,31-45,Masculino
526,48,6,21,68,41,82,14,1,2,C,9,0,44,8,22,R,5,31-45,Masculino
527,45,19,1,81,96,91,14,1,3,C,0,3,3,1,24,R,5,31-45,Masculino
528,15,14,19,64,57,22,8,0,1,B,6,21,24,9,15,D,5,31-45,Masculino
529,9,29,9,12,70,22,24,9,4,A,3,27,5,13,6,R,5,31-45,Masculino
530,19,3,25,40,14,47,65,10,1,A,12,20,49,13,12,R,5,31-45,Masculino
531,11,16,11,48,98,66,38,6,3,B,1,0,10,9,9,D,5,31-45,Masculino
532,2,9,23,16,11,24,21,9,4,A,4,35,7,19,9,R,5,31-45,Masculino
533,50,2,23,0,66,11,78,2,3,B,8,33,17,18,19,D,5,31-45,Masculino
534,28,2,11,58,2,97,55,0,2,C,18,19,31,16,17,R,5,31-45,Masculino
535,6,22,5,54,8,74,90,2,0,A,1,31,41,2,5,R,5,31-45,Masculino
536,16,20,25,71,56,7,54,7,0,B,18,24,44,13,18,D,5,31-45,Masculino
537,45,22,21,86,81,49,25,0,3,C,14,15,16,6,20,R,5,31-45,Masculino
538,36,14,3,34,96,67,25,10,4,B,10,28,39,17,1,R,5,31-45,Masculino
539,31,30,25,82,91,46,69,8,3,A,0,16,28,13,30,R,5,31-45,Masculino
540,10,21,3,79,7,48,63,0,2,A,12,4,15,10,7,D,5,31-45,Masculino
541,1,12,21,7,9,93,0,3,0,C,10,25,19,4,9,D,5,31-45,Masculino
542,41,8,4,9,80,17,18,1,1,A,17,17,6,18,16,R,5,31-45,Masculino
543,24,22,8,68,72,8,21,9,3,A,12,31,40,2,2,R,5,31-45,Masculino
544,13,2,19,5,84,72,2,1,1,C,2,32,9,15,21,R,5,31-45,Masculino
545,4,10,9,47,36,51,17,9,0,C,9,12,22,16,22,D,5,31-45,Masculino
546,44,17,8,5,68,36,61,4,1,B,12,34,30,6,9,R,5,31-45,Masculino
547,14,15,7,11,28,25,92,1,1,A,11,22,15,4,6,R,5,31-45,Masculino
548,31,12,23,33,51,91,72,2,1,B,2,7,36,0,15,R,5,31-45,Masculino
549,24,23,24,82,64,67,71,5,1,A,11,9,24,7,10,D,5,31-45,Masculino
550,29,20,10,7,2,82,95,10,4,C,14,32,35,11,13,D,5,31-45,Masculino
551,44,23,5,65,35,9,96,10,1,C,9,12,19,4,30,R,5,31-45,Masculino
552,9,16,6,81,35,8,38,6,4,C,16,29,22,19,18,D,5,31-45,Masculino
553,26,30,3,25,60,80,63,10,3,B,3,20,47,0,21,D,5,31-45,Masculino
554,46,27,24,17,48,95,83,8,3,A,9,1,33,11,17,R,5,31-45,Masculino
555,25,28,11,89,50,8,97,1,0,C,18,15,18,17,1,R,5,31-45,Masculino
556,49,4,7,54,99,94,5,3,3,B,14,18,46,1,16,R,5,31-45,Masculino
557,38,2,6,17,37,77,7,2,1,C,6,35,14,4,7,R,5,31-45,Masculino
558,31,21,5,64,70,46,10,8,0,B,3,6,22,13,3,R,5,31-45,Masculino
559,1,20,8,64,12,30,41,7,1,B,8,15,34,12,11,R,5,31-45,Masculino
560,12,2,6,15,1,2,73,9,4,C,6,15,36,2,21,D,5,31-45,Masculino
561,47,19,16,68,16,64,67,8,1,C,7,12,37,0,19,D,5,31-45,Masculino
562,44,25,25,90,16,2,74,4,1,B,18,7,33,14,7,D,5,31-45,Masculino
563,46,22,20,66,42,82,61,6,3,A,13,36,9,6,15,D,5,31-45,Masculino
564,3,21,2,96,0,63,4,4,2,B,9,24,9,18,18,D,5,31-45,Masculino
565,47,8,0,58,50,100,90,9,3,A,4,11,49,4,17,D,5,31-45,Masculino
566,3,5,16,73,8,8,24,1,2,B,10,7,1,7,27,R,5,31-45,Masculino
567,28,1,20,46,37,37,100,4,4,C,3,35,14,14,0,R,5,31-45,Masculino
568,29,12,10,91,60,29,50,2,0,A,14,31,49,14,4,D,5,31-45,Masculino
569,25,14,9,94,33,47,6,4,1,A,3,2,14,18,30,R,5,31-45,Masculino
570,5,20,23,5,52,14,84,2,4,A,10,24,49,9,9,D,5,31-45,Masculino
571,22,24,6,57,63,66,83,4,2,A,1,8,3,5,28,D,5,31-45,Masculino
572,32,14,25,18,3,19,70,3,4,A,4,15,17,19,4,D,5,31-45,Masculino
573,43,14,14,86,14,24,49,10,3,B,6,10,27,15,6,R,5,31-45,Masculino
574,0,24,8,43,52,55,100,8,3,A,15,4,39,9,30,D,5,31-45,Masculino
575,32,2,24,74,50,99,76,8,3,B,14,5,39,15,20,D,5,31-45,Masculino
576,20,1,25,49,96,41,73,1,2,C,9,23,45,9,8,D,5,31-45,Masculino
577,7,5,21,40,17,5,8,0,0,B,18,21,7,5,2,D,5,31-45,Masculino
578,19,0,23,18,86,66,41,4,4,C,6,3,22,6,14,R,5,31-45,Masculino
579,28,23,2,39,43,74,50,7,0,A,0,31,34,2,11,D,5,31-45,Masculino
580,37,11,14,41,44,72,95,3,4,A,8,17,0,18,22,D,5,31-45,Masculino
581,7,16,1,18,31,75,56,1,3,A,13,20,48,20,9,R,5,31-45,Masculino
582,21,17,6,40,13,56,24,6,3,A,14,24,22,14,14,R,5,31-45,Masculino
583,28,27,24,14,3,65,50,0,4,A,8,11,17,9,20,D,5,31-45,Masculino
584,20,10,14,37,31,63,43,0,1,A,2,34,28,17,5,R,5,31-45,Masculino
585,44,27,17,37,27,7,57,7,3,C,15,34,14,9,15,R,5,31-45,Masculino
586,45,7,2,7,73,29,88,3,4,A,13,34,24,9,28,D,5,31-45,Masculino
587,36,12,24,71,81,78,56,9,1,C,8,14,10,16,11,D,5,31-45,Masculino
588,3,25,5,24,98,68,97,5,0,A,13,17,3,11,6,D,5,31-45,Masculino
589,44,1,22,15,85,14,2,9,1,A,9,8,40,4,2,D,5,31-45,Masculino
590,23,5,0,81,44,69,68,9,4,A,17,33,9,2,8,D,5,31-45,Masculino
591,20,0,15,66,29,71,76,7,1,C,8,12,3,4,29,D,5,31-45,Masculino
592,15,5,11,74,69,55,16,6,2,C,12,24,3,11,27,D,5,31-45,Masculino
593,34,11,18,39,58,84,90,6,0,B,3,21,42,6,22,R,5,31-45,Masculino
594,19,29,18,33,50,86,6,7,2,B,3,10,35,3,2,R,5,31-45,Masculino
595,6,2,10,47,76,99,63,8,2,A,9,10,6,0,21,R,5,31-45,Masculino
596,49,24,6,45,79,17,88,1,0,C,5,27,17,10,22,D,5,31-45,Masculino
597,1,3,23,69,31,90,9,4,4,A,3,24,49,19,25,R,5,31-45,Masculino
598,35,19,4,92,43,40,38,9,3,A,8,6,27,7,15,D,5,31-45,Masculino
599,2,19,23,40,95,14,84,1,1,B,18,15,46,13,28,R,5,31-45,Masculino
600,38,28,24,23,33,12,53,2,2,B,9,16,25,17,2,R,5,31-45,Masculino
601,29,29,21,81,35,26,39,4,1,C,6,1,19,10,30,D,5,46-60,Masculino
602,38,26,24,44,70,47,78,6,2,C,2,31,50,18,25,D,5,46-60,Masculino
603,4,16,20,94,60,36,10,1,2,A,8,1,31,12,8,R,5,46-60,Masculino
604,24,14,7,86,95,45,61,0,4,B,11,27,21,20,2,D,5,46-60,Masculino
605,39,29,5,49,30,99,5,8,3,B,16,30,0,1,29,R,5,46-60,Masculino
606,33,9,18,37,4,6,5,7,0,B,5,5,35,2,13,R,5,46-60,Masculino
607,47,7,19,21,89,25,61,10,2,A,2,29,15,11,9,D,5,46-60,Masculino
608,41,13,4,71,30,71,42,0,1,A,8,3,13,20,27,D,5,46-60,Masculino
609,46,20,24,14,63,62,11,3,4,B,4,2,48,5,22,D,5,46-60,Masculino
610,30,14,14,61,42,26,37,1,1,B,0,12,16,14,1,D,5,46-60,Masculino
611,31,12,5,0,29,26,71,1,2,C,6,32,37,11,21,D,5,46-60,Masculino
612,43,4,1,8,75,94,18,3,1,B,2,28,24,11,7,R,5,46-60,Masculino
613,4,27,5,9,31,35,57,1,3,A,2,17,11,11,28,D,5,46-60,Masculino
614,28,16,15,94,57,41,35,4,2,A,12,7,0,4,4,R,5,46-60,Masculino
615,29,6,16,63,86,28,60,5,4,C,4,13,18,11,0,R,5,46-60,Masculino
616,43,6,1,81,43,22,69,4,4,B,1,36,12,6,6,R,5,46-60,Masculino
617,2,22,24,42,75,84,77,4,1,B,8,16,25,16,19,R,5,46-60,Masculino
618,12,14,9,14,80,19,13,9,2,A,18,7,48,0,11,R,5,46-60,Masculino
619,47,24,14,39,47,100,82,3,0,A,7,6,44,12,6,R,5,46-60,Masculino
620,42,20,18,93,1,55,48,8,2,B,1,7,3,17,12,D,5,46-60,Masculino
621,48,14,4,76,50,24,19,9,3,C,0,17,36,4,29,R,5,46-60,Masculino
622,42,9,2,32,4,71,27,0,4,B,8,11,33,1,28,R,5,46-60,Masculino
623,35,20,12,92,89,16,18,8,0,C,7,12,41,7,6,R,5,46-60,Masculino
624,9,25,1,16,60,82,98,0,1,C,6,35,18,1,24,R,5,46-60,Masculino
625,6,2,4,74,10,84,43,2,0,C,1,18,15,20,21,R,5,46-60,Masculino
626,19,13,5,6,88,74,60,6,2,A,8,16,42,19,9,R,5,46-60,Masculino
627,12,19,22,42,99,23,9,8,0,C,3,17,7,17,19,R,5,46-60,Masculino
628,26,16,14,15,37,48,17,10,0,C,6,0,11,17,14,R,5,46-60,Masculino
629,30,30,25,39,28,61,22,0,4,A,12,28,10,7,5,R,5,46-60,Masculino
630,31,12,0,35,38,8,25,8,3,A,13,10,11,10,22,D,5,46-60,Masculino
631,27,21,25,19,24,81,33,8,1,B,11,34,3,19,17,R,5,46-60,Masculino
632,42,6,14,85,19,75,100,2,0,A,5,16,37,12,12,D,5,46-60,Masculino
633,47,18,17,54,14,62,98,1,2,C,3,31,46,9,24,R,5,46-60,Masculino
634,15,24,2,53,36,18,87,4,3,C,2,9,17,12,4,D,5,46-60,Masculino
635,5,20,4,2,17,29,73,0,0,C,1,0,43,9,5,D,5,46-60,Masculino
636,22,30,2,97,22,55,59,4,3,A,13,29,13,13,0,D,5,46-60,Masculino
637,16,18,17,95,43,95,90,5,0,C,18,1,2,10,11,D,5,46-60,Masculino
638,30,12,9,28,77,50,6,7,4,A,1,28,36,4,0,R,5,46-60,Masculino
639,11,29,19,48,97,80,78,3,4,C,16,13,23,1,1,D,5,46-60,Masculino
640,43,5,20,95,64,64,70,4,2,C,8,33,8,11,16,R,5,46-60,Masculino
641,40,7,13,13,23,43,32,3,0,A,11,19,33,9,11,R,5,46-60,Masculino
642,28,26,23,71,79,60,94,6,4,B,18,5,48,14,13,R,5,46-60,Masculino
643,8,25,12,8,23,54,36,6,4,A,7,30,16,10,23,R,5,46-60,Masculino
644,10,19,17,75,90,18,48,6,4,C,10,4,47,15,1,R,5,46-60,Masculino
645,30,0,5,79,99,72,55,4,2,A,9,15,20,15,26,R,5,46-60,Masculino
646,47,18,20,75,69,85,68,6,2,C,14,36,4,11,19,D,5,46-60,Masculino
647,6,16,2,83,94,63,30,2,2,C,18,13,50,14,15,D,5,46-60,Masculino
648,26,16,20,61,53,5,20,6,0,B,5,3,48,19,8,D,5,46-60,Masculino
649,6,0,1,62,5,26,78,6,1,C,2,8,1,20,0,D,5,46-60,Masculino
650,10,16,24,6,74,48,87,5,0,C,4,28,48,5,2,R,5,46-60,Masculino
651,14,26,3,1,97,20,5,5,2,B,16,20,37,15,19,R,5,46-60,Masculino
652,50,19,22,60,88,10,45,6,4,C,3,17,8,15,25,R,5,46-60,Masculino
653,32,15,23,75,86,72,72,0,0,C,14,11,3,4,22,R,5,46-60,Masculino
654,38,19,10,63,98,3,7,10,1,C,14,26,21,17,7,D,5,46-60,Masculino
655,50,14,19,52,14,82,5,7,0,A,6,11,45,0,18,R,5,46-60,Masculino
656,10,21,14,28,43,37,15,5,0,A,13,20,36,2,7,D,5,46-60,Masculino
657,3,19,19,17,28,52,24,8,3,C,17,23,14,9,29,D,5,46-60,Masculino
658,15,14,18,42,43,76,89,0,4,A,18,3,19,20,9,R,5,46-60,Masculino
659,18,27,25,80,2,52,53,8,2,C,14,21,17,0,2,D,5,46-60,Masculino
660,34,12,23,72,61,5,70,5,3,A,3,18,7,6,26,D,5,46-60,Masculino
661,46,27,4,31,20,4,57,6,4,A,8,29,30,0,26,R,5,46-60,Masculino
662,47,20,0,63,74,13,3,4,2,A,18,26,22,1,9,R,5,46-60,Masculino
663,17,4,7,91,15,38,45,0,1,A,4,33,21,15,4,R,5,46-60,Masculino
664,3,11,23,47,91,71,41,7,2,B,8,17,48,11,14,R,5,46-60,Masculino
665,35,3,5,7,70,37,85,0,4,C,11,18,42,1,28,D,5,46-60,Masculino
666,19,17,24,35,51,67,88,5,3,B,0,36,18,1,0,D,5,46-60,Masculino
667,32,23,16,71,60,45,59,7,3,B,8,30,36,0,0,D,5,46-60,Masculino
668,32,11,6,81,44,65,87,6,0,A,3,15,27,10,27,D,5,46-60,Masculino
669,16,18,13,15,41,65,48,5,1,C,2,10,1,13,30,D,5,46-60,Masculino
670,20,10,6,4,73,70,80,4,2,A,2,9,44,10,14,R,5,46-60,Masculino
671,14,0,8,37,82,64,20,7,3,A,5,19,50,15,2,R,5,46-60,Masculino
672,41,17,14,29,12,94,61,8,4,A,9,19,24,5,6,D,5,46-60,Masculino
673,1,23,14,57,52,15,22,9,0,C,17,30,29,10,20,D,5,46-60,Masculino
674,35,18,24,71,35,31,37,8,1,A,0,21,6,10,6,D,5,46-60,Masculino
675,5,3,3,44,47,89,72,8,3,B,5,10,34,4,8,R,5,46-60,Masculino
676,28,30,12,93,13,6,65,10,0,C,9,8,27,9,16,R,5,46-60,Masculino
677,30,9,11,54,4,22,14,1,1,C,12,12,26,17,5,R,5,46-60,Masculino
678,38,9,25,75,6,57,43,5,3,A,16,0,25,15,16,D,5,46-60,Masculino
679,8,4,24,7,63,37,28,1,0,B,11,16,17,18,26,D,5,46-60,Masculino
680,29,29,23,11,64,31,91,10,0,C,7,5,48,11,29,R,5,46-60,Masculino
681,5,13,17,17,94,70,49,6,4,C,11,32,17,7,26,R,5,46-60,Masculino
682,43,27,21,46,41,91,57,3,2,A,3,28,40,3,17,R,5,46-60,Masculino
683,47,1,23,67,99,17,99,4,3,C,11,0,47,19,5,D,5,46-60,Masculino
684,9,29,7,19,50,8,73,5,0,B,17,31,19,20,19,R,5,46-60,Masculino
685,8,6,4,64,66,13,26,5,1,B,15,8,9,9,4,D,5,46-60,Masculino
686,48,2,13,13,21,28,44,8,3,B,13,26,1,4,12,D,5,46-60,Masculino
687,6,30,1,4,9,10,84,6,1,A,12,21,49,5,27,D,5,46-60,Masculino
688,44,9,23,59,74,21,29,7,0,A,1,4,0,6,9,D,5,46-60,Masculino
689,15,17,22,8,53,32,88,5,0,A,1,33,16,11,12,D,5,46-60,Masculino
690,7,9,18,42,79,23,76,2,1,A,13,35,32,0,27,R,5,46-60,Masculino
691,7,8,22,18,48,65,23,5,1,A,2,6,28,1,15,R,5,46-60,Masculino
692,7,0,23,19,25,5,12,6,4,B,15,2,10,8,6,R,5,46-60,Masculino
693,20,17,18,11,84,19,20,0,3,C,3,18,30,12,13,D,5,46-60,Masculino
694,46,2,5,2,55,95,43,0,0,B,5,27,47,10,0,R,5,46-60,Masculino
695,22,17,7,4,4,14,85,2,1,C,3,24,48,14,1,R,5,46-60,Masculino
696,29,20,4,55,21,86,52,3,1,C,15,30,22,16,22,R,5,46-60,Masculino
697,40,10,3,13,85,6,4,2,1,A,9,24,17,2,21,R,5,46-60,Masculino
698,23,22,8,81,26,85,56,1,4,C,17,26,38,8,21,R,5,46-60,Masculino
699,25,27,2,90,86,67,25,6,3,C,12,8,46,16,2,R,5,46-60,Masculino
700,46,23,12,45,10,64,46,3,1,C,1,23,33,9,8,D,5,46-60,Masculino
701,35,1,1,35,84,97,38,2,2,C,15,14,24,14,27,D,5,46-60,Masculino
702,47,19,6,37,74,6,11,0,2,C,6,22,23,6,3,R,5,46-60,Masculino
703,49,4,13,48,98,52,4,7,4,B,11,3,10,8,5,R,5,46-60,Masculino
704,19,27,8,99,66,77,91,10,0,B,17,19,8,1,30,D,5,46-60,Masculino
705,28,27,25,13,63,97,66,0,1,B,3,10,48,14,28,R,5,46-60,Masculino
706,47,21,0,38,84,100,25,8,4,B,14,17,44,6,19,D,5,46-60,Masculino
707,2,30,12,51,36,31,72,0,1,B,13,31,15,4,9,D,5,46-60,Masculino
708,7,30,1,61,56,41,68,10,4,C,14,32,50,17,6,D,5,46-60,Masculino
709,32,25,23,59,4,27,41,9,1,A,13,3,50,11,17,D,5,46-60,Masculino
710,8,1,22,39,72,24,22,9,4,B,5,19,3,0,9,D,5,46-60,Masculino
711,48,14,14,31,85,36,34,6,3,A,9,15,0,18,17,D,5,46-60,Masculino
712,16,26,8,69,57,14,100,10,3,C,6,1,4,19,24,R,5,46-60,Masculino
713,6,9,20,93,71,8,29,6,0,B,5,25,36,15,9,R,5,46-60,Masculino
714,1,6,13,88,48,62,74,9,0,B,5,23,36,17,18,R,5,46-60,Masculino
715,4,6,25,29,83,76,7,4,0,C,10,25,17,2,17,R,5,46-60,Masculino
716,26,1,10,90,43,86,91,2,3,C,7,36,43,4,4,D,5,46-60,Masculino
717,47,17,23,28,39,52,57,1,2,A,14,13,36,12,22,D,5,46-60,Masculino
718,19,24,12,58,33,75,97,8,2,B,8,16,22,19,25,D,5,46-60,Masculino
719,25,2,22,67,29,64,64,1,4,C,15,10,29,13,20,R,5,46-60,Masculino
720,49,30,6,10,22,89,40,8,0,B,8,16,42,15,28,D,5,46-60,Masculino
721,44,20,1,46,3,31,4,3,1,A,7,15,28,16,22,D,5,46-60,Masculino
722,25,2,16,7,11,80,50,9,0,C,15,19,8,2,16,R,5,46-60,Masculino
723,25,16,16,24,68,22,32,0,2,B,10,27,21,2,3,R,5,46-60,Masculino
724,25,21,10,80,55,79,39,0,1,B,15,0,39,18,14,D,5,46-60,Masculino
725,11,0,5,54,61,8,6,9,2,A,16,3,28,7,5,R,5,46-60,Masculino
726,6,2,6,51,46,71,91,7,2,C,0,1,26,17,7,R,5,46-60,Masculino
727,34,13,18,32,2,40,49,8,4,B,0,7,15,20,30,D,5,46-60,Masculino
728,18,19,11,87,98,46,80,9,3,A,10,6,33,10,15,R,5,46-60,Masculino
729,30,15,1,23,2,27,82,4,4,B,7,9,3,9,7,D,5,46-60,Masculino
730,11,25,3,47,100,93,18,9,1,A,6,24,1,9,0,D,5,46-60,Masculino
731,8,20,24,56,15,89,83,4,1,A,11,7,31,3,3,D,5,46-60,Masculino
732,42,1,20,28,61,74,57,10,0,C,4,36,2,12,6,D,5,46-60,Masculino
733,6,21,5,32,18,39,57,7,3,B,4,31,22,18,25,R,5,46-60,Masculino
734,35,2,10,81,7,43,59,4,0,B,1,17,21,15,18,R,5,46-60,Masculino
735,41,3,19,91,52,76,8,9,2,C,14,22,44,16,30,R,5,46-60,Masculino
736,49,25,21,30,41,42,84,1,2,C,1,17,29,2,28,R,5,46-60,Masculino
737,32,17,24,44,8,48,60,2,1,C,17,30,8,12,30,R,5,46-60,Masculino
738,43,8,22,78,77,96,73,5,3,A,17,7,38,19,18,D,5,46-60,Masculino
739,15,6,19,12,18,50,82,9,1,A,18,36,6,11,4,D,5,46-60,Masculino
740,42,30,13,39,82,83,90,8,0,A,9,5,39,12,18,D,5,46-60,Masculino
741,10,12,11,61,76,99,13,1,4,A,7,36,25,12,9,D,5,46-60,Masculino
742,7,0,21,22,23,43,0,6,0,C,10,20,24,18,0,R,5,46-60,Masculino
743,46,13,4,33,32,46,57,6,3,A,8,25,39,3,26,R,5,46-60,Masculino
744,16,29,24,57,26,94,56,5,4,C,16,5,49,15,28,R,5,46-60,Masculino
745,46,29,13,24,6,60,41,9,0,C,8,28,18,4,22,R,5,46-60,Masculino
746,28,8,3,57,60,49,40,10,4,A,15,15,32,20,3,D,5,46-60,Masculino
747,25,26,8,61,54,1,74,9,2,B,17,2,1,12,19,D,5,46-60,Masculino
748,38,28,22,22,23,74,80,8,2,B,4,27,18,6,3,D,5,46-60,Masculino
749,33,10,6,11,78,11,85,3,3,C,15,23,33,17,9,R,5,46-60,Masculino
750,19,28,6,15,83,42,17,9,2,B,14,19,49,20,5,R,5,46-60,Masculino
751,43,13,17,34,90,55,38,5,3,A,8,35,36,19,26,R,5,46-60,Masculino
752,24,11,6,30,39,80,44,6,0,B,15,31,24,0,11,R,5,46-60,Masculino
753,47,29,17,48,67,3,10,8,0,B,9,31,36,7,2,R,5,46-60,Masculino
754,50,4,13,51,31,82,39,10,4,C,1,0,38,2,8,D,5,46-60,Masculino
755,8,30,7,70,95,95,17,4,4,C,2,27,6,19,3,R,5,46-60,Masculino
756,3,19,18,43,92,76,26,5,0,A,1,25,23,0,7,D,5,46-60,Masculino
757,27,10,15,66,70,5,18,8,2,B,16,2,2,5,10,R,5,46-60,Masculino
758,20,3,11,82,6,92,40,8,0,C,7,0,13,5,4,R,5,46-60,Masculino
759,13,23,0,68,94,33,20,5,0,B,8,26,14,18,19,D,5,46-60,Masculino
760,40,23,22,40,55,67,100,8,2,C,9,28,9,5,14,D,5,46-60,Masculino
761,25,6,6,89,14,10,83,3,0,B,10,11,21,2,27,D,5,46-60,Masculino
762,16,9,5,99,67,64,34,5,0,C,5,31,39,9,3,D,5,46-60,Masculino
763,1,11,11,97,82,44,23,2,0,C,17,33,18,14,26,R,5,46-60,Masculino
764,35,3,25,81,27,93,45,10,3,A,3,29,21,0,22,D,5,46-60,Masculino
765,1,13,13,30,91,6,43,4,2,B,17,29,32,14,14,D,5,46-60,Masculino
766,9,5,14,81,49,71,25,9,1,C,14,35,27,15,9,R,5,46-60,Masculino
767,28,9,21,59,22,0,57,0,2,B,17,34,6,6,15,R,5,46-60,Masculino
768,25,20,8,72,45,71,27,3,1,A,5,35,16,5,20,D,5,46-60,Masculino
769,21,23,11,68,86,1,48,9,3,C,7,25,0,2,20,D,5,46-60,Masculino
770,12,17,13,24,14,95,40,1,3,A,0,22,26,19,20,D,5,46-60,Masculino
771,25,28,16,9,20,70,43,1,0,C,6,23,42,13,21,D,5,46-60,Masculino
772,48,20,18,49,56,40,34,6,1,B,11,16,33,4,21,R,5,46-60,Masculino
773,38,10,15,81,59,8,40,5,0,A,8,3,46,8,2,D,5,46-60,Masculino
774,37,26,20,74,63,16,60,8,3,C,16,26,5,17,30,R,5,46-60,Masculino
775,47,8,12,80,15,71,73,3,1,B,3,5,1,17,5,R,5,46-60,Masculino
776,16,17,22,33,75,73,35,6,4,B,0,13,23,5,19,D,5,46-60,Masculino
777,45,3,8,48,36,70,95,4,4,B,4,11,14,18,21,D,5,46-60,Masculino
778,7,30,3,87,23,67,20,4,0,C,10,28,16,2,2,R,5,46-60,Masculino
779,35,22,8,61,84,39,64,4,3,B,9,28,43,4,14,R,5,46-60,Masculino
780,32,11,21,81,50,31,93,5,0,B,10,4,34,1,19,D,5,46-60,Masculino
781,24,7,5,13,39,61,8,8,0,A,5,21,16,16,18,R,5,46-60,Masculino
782,1,22,16,49,90,73,26,7,1,B,5,30,34,1,23,R,5,46-60,Masculino
783,3,0,4,85,62,31,32,4,0,C,0,1,50,12,17,R,5,46-60,Masculino
784,4,12,20,13,62,89,51,10,3,A,2,6,1,7,22,D,5,46-60,Masculino
785,46,21,8,7,60,62,36,9,2,B,12,7,48,19,7,R,5,46-60,Masculino
786,17,29,2,70,26,58,74,7,0,A,0,32,41,0,22,R,5,46-60,Masculino
787,4,17,13,63,74,65,23,5,0,A,1,2,38,12,19,R,5,46-60,Masculino
788,12,4,22,76,52,21,17,5,3,A,17,32,5,13,18,D,5,46-60,Masculino
789,22,17,5,14,33,5,71,8,1,C,12,12,37,20,22,R,5,46-60,Masculino
790,43,1,11,83,32,74,95,7,1,C,17,34,13,14,27,R,5,46-60,Masculino
791,29,11,20,12,54,92,33,6,4,C,8,32,21,3,18,D,5,46-60,Masculino
792,10,2,12,55,44,33,13,8,0,C,13,17,47,2,12,R,5,46-60,Masculino
793,24,16,19,28,27,2,3,6,3,B,17,17,24,10,22,R,5,46-60,Masculino
794,5,10,2,26,3,17,75,8,2,A,0,30,23,1,6,R,5,46-60,Masculino
795,10,20,0,67,82,31,11,0,1,B,16,27,44,12,21,R,5,46-60,Masculino
796,49,17,14,14,71,10,5,3,2,C,14,30,32,11,13,R,5,46-60,Masculino
797,27,18,15,57,5,87,78,7,0,C,5,26,23,10,28,D,5,46-60,Masculino
798,42,15,5,37,41,11,51,7,3,A,0,20,17,15,18,D,5,46-60,Masculino
799,36,8,25,15,97,9,7,10,0,A,5,29,30,19,4,R,5,46-60,Masculino
800,22,26,1,99,62,92,32,5,3,A,6,23,24,13,2,R,5,46-60,Masculino
801,33,4,24,11,6,32,76,3,4,A,6,18,44,5,1,R,5,>60,Masculino
802,47,9,13,11,80,94,40,6,3,B,0,8,24,18,15,D,5,>60,Masculino
803,29,3,22,4,72,22,82,4,0,B,1,30,3,9,19,D,5,>60,Masculino
804,38,13,25,69,57,31,98,8,4,A,7,12,15,4,4,R,5,>60,Masculino
805,7,28,10,17,64,62,32,10,1,A,11,3,14,6,1,R,5,>60,Masculino
