,Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
46676,46677,18-30,Female,Beginner,38,21,8,34,65,42,31,5,4,B,1,26,35,10,18,R
30418,30419,18-30,Female,Beginner,23,0,2,3,55,40,1,2,4,C,0,17,16,9,26,D
63017,63018,18-30,Female,Beginner,3,29,13,20,55,53,54,1,1,B,9,3,11,12,6,R
26158,26159,18-30,Female,Beginner,47,20,6,66,58,5,84,6,4,C,2,9,36,20,23,R
26671,26672,18-30,Female,Beginner,27,25,3,0,47,89,50,5,3,A,17,18,15,6,6,R
33126,33127,18-30,Female,Beginner,34,15,7,39,93,96,63,10,4,B,0,28,0,5,17,R
46365,46366,18-30,Female,Beginner,36,13,22,47,8,23,90,1,2,B,6,17,6,16,23,D
54340,54341,18-30,Female,Beginner,21,30,3,34,76,57,99,10,3,C,2,5,24,4,15,D
26232,26233,18-30,Female,Beginner,49,15,16,55,86,82,13,1,2,A,18,15,43,2,2,R
83230,83231,18-30,Female,Beginner,6,16,7,29,49,39,8,1,2,B,18,22,13,5,16,D
73013,73014,18-30,Female,Beginner,34,3,6,29,85,64,10,5,3,B,14,11,39,15,7,D
54349,54350,18-30,Female,Beginner,7,13,17,66,63,80,21,10,3,B,7,9,43,14,28,R
33145,33146,18-30,Female,Beginner,28,10,18,8,61,14,80,10,3,B,4,12,17,3,21,R
46242,46243,18-30,Female,Beginner,30,24,1,58,42,33,54,1,2,A,18,2,5,9,13,D
67139,67140,18-30,Female,Beginner,31,23,25,79,62,13,4,1,3,A,2,7,39,17,25,D
18075,18076,18-30,Female,Beginner,7,23,22,17,40,89,33,1,2,A,7,24,48,5,10,R
29872,29873,18-30,Female,Beginner,34,29,10,21,24,58,19,0,0,B,2,15,5,0,22,R
54376,54377,18-30,Female,Beginner,6,8,23,35,47,67,72,5,0,C,4,1,50,4,5,D
54383,54384,18-30,Female,Beginner,10,17,23,53,63,91,81,4,0,C,3,34,31,0,3,R
46920,46921,18-30,Female,Beginner,2,7,16,24,24,68,41,6,3,C,15,33,46,2,0,D
27826,27827,18-30,Female,Beginner,4,15,10,74,44,85,33,0,4,A,15,20,15,13,0,R
27828,27829,18-30,Female,Beginner,9,0,0,10,93,33,49,7,3,B,5,35,21,13,2,R
82668,82669,18-30,Female,Beginner,48,24,22,99,46,41,40,5,4,A,16,35,35,8,0,D
67137,67138,18-30,Female,Beginner,47,12,16,85,52,45,78,0,1,C,17,4,11,11,24,R
33207,33208,18-30,Female,Beginner,11,30,18,66,32,58,83,4,3,A,9,14,10,6,3,R
73859,73860,18-30,Female,Beginner,29,3,6,7,24,74,76,8,2,B,7,1,21,11,20,R
33192,33193,18-30,Female,Beginner,20,11,1,92,50,61,91,10,4,C,6,19,41,12,2,R
72990,72991,18-30,Female,Beginner,46,23,15,84,24,58,47,10,1,B,1,7,35,20,11,D
46999,47000,18-30,Female,Beginner,2,5,21,78,30,60,9,6,0,B,16,25,24,20,24,R
33179,33180,18-30,Female,Beginner,6,28,13,92,45,90,48,5,2,B,9,33,23,1,20,D
46967,46968,18-30,Female,Beginner,42,22,4,7,23,9,54,4,4,A,12,12,40,0,30,R
27842,27843,18-30,Female,Beginner,13,24,2,70,11,45,44,6,2,B,12,31,26,18,16,D
73868,73869,18-30,Female,Beginner,46,7,21,47,59,49,63,1,0,C,10,26,10,10,17,D
64592,64593,18-30,Female,Beginner,7,2,17,75,12,42,9,7,3,B,2,31,24,8,3,R
75048,75049,18-30,Female,Beginner,31,18,24,59,39,59,86,4,4,C,1,2,43,20,2,R
54403,54404,18-30,Female,Beginner,41,7,22,96,76,73,35,1,3,B,18,18,48,17,29,R
54401,54402,18-30,Female,Beginner,13,21,15,89,16,85,9,2,1,C,6,17,17,19,25,R
46916,46917,18-30,Female,Beginner,40,11,10,78,72,37,29,10,2,B,10,35,34,3,0,D
62654,62655,18-30,Female,Beginner,7,26,12,12,20,8,40,9,3,B,5,11,23,14,17,D
33210,33211,18-30,Female,Beginner,22,8,11,29,42,46,94,8,0,C,0,20,16,0,12,D
26241,26242,18-30,Female,Beginner,39,1,19,66,14,72,57,4,1,C,18,34,40,16,16,D
81824,81825,18-30,Female,Beginner,1,13,18,12,93,28,12,5,2,B,8,20,9,17,23,D
46490,46491,18-30,Female,Beginner,9,28,5,63,48,7,16,5,0,B,10,2,49,16,17,R
35474,35475,18-30,Female,Beginner,21,8,3,21,90,100,55,4,3,B,15,34,35,6,24,D
46303,46304,18-30,Female,Beginner,24,18,22,70,22,57,21,2,3,A,15,8,16,13,8,D
54433,54434,18-30,Female,Beginner,31,15,21,72,11,44,54,8,3,C,4,5,14,12,9,R
26132,26133,18-30,Female,Beginner,28,3,4,81,34,21,13,6,1,A,17,7,38,6,12,R
83144,83145,18-30,Female,Beginner,43,4,3,76,42,95,0,2,4,B,18,36,15,12,0,D
63840,63841,18-30,Female,Beginner,36,4,20,98,1,21,13,1,3,B,0,31,20,6,8,R
46338,46339,18-30,Female,Beginner,49,7,21,36,59,9,7,1,2,A,14,10,42,3,27,D
82093,82094,18-30,Female,Beginner,29,2,15,73,16,82,63,9,3,A,16,26,38,14,21,R
33220,33221,18-30,Female,Beginner,1,21,19,56,72,6,77,5,1,B,14,16,13,7,1,D
83078,83079,18-30,Female,Beginner,9,12,17,87,100,37,53,6,0,C,2,12,32,16,16,D
16737,16738,18-30,Female,Beginner,27,15,19,31,19,27,54,10,2,C,1,35,31,1,18,D
54497,54498,18-30,Female,Beginner,32,23,23,92,8,70,67,6,4,C,16,8,12,20,14,R
46387,46388,18-30,Female,Beginner,37,5,21,81,41,44,52,9,0,B,11,32,40,14,7,D
81833,81834,18-30,Female,Beginner,33,20,8,61,58,64,91,9,3,B,11,10,47,5,28,R
63008,63009,18-30,Female,Beginner,3,30,17,2,85,90,22,6,1,B,3,2,20,11,23,R
18053,18054,18-30,Female,Beginner,49,3,19,51,2,21,43,1,4,B,17,33,7,10,4,R
54463,54464,18-30,Female,Beginner,24,6,10,59,15,57,50,4,1,C,18,1,5,17,15,D
73039,73040,18-30,Female,Beginner,44,28,13,99,58,56,66,10,2,C,13,30,25,20,13,D
86500,86501,18-30,Female,Beginner,2,9,22,24,26,100,96,6,2,C,1,33,11,12,15,R
83057,83058,18-30,Female,Beginner,18,2,22,50,60,41,25,7,0,C,18,8,48,19,19,R
33281,33282,18-30,Female,Beginner,37,21,17,45,93,68,66,8,3,B,14,19,18,12,5,D
82100,82101,18-30,Female,Beginner,39,22,11,16,42,45,66,2,0,B,12,28,16,15,13,R
73060,73061,18-30,Female,Beginner,34,13,17,33,71,77,73,9,2,B,1,8,39,1,29,R
63007,63008,18-30,Female,Beginner,8,20,13,39,72,21,0,7,2,C,0,23,29,2,29,R
54487,54488,18-30,Female,Beginner,12,15,5,3,40,19,58,8,4,C,13,17,40,4,12,D
16249,16250,18-30,Female,Beginner,24,24,0,53,87,24,96,2,0,B,7,7,49,15,22,R
62977,62978,18-30,Female,Beginner,35,3,12,21,46,17,33,8,4,A,18,11,5,16,12,D
35412,35413,18-30,Female,Beginner,27,10,12,21,21,98,33,0,1,A,0,13,18,12,12,R
73926,73927,18-30,Female,Beginner,49,19,6,48,66,78,28,8,1,B,8,7,33,20,22,R
67197,67198,18-30,Female,Beginner,43,24,11,34,78,68,52,2,3,B,4,25,22,18,5,R
73074,73075,18-30,Female,Beginner,31,15,19,90,43,94,48,0,2,B,12,22,2,12,11,D
46396,46397,18-30,Female,Beginner,38,28,16,28,36,68,54,0,3,B,18,4,7,8,25,R
47082,47083,18-30,Female,Beginner,3,29,18,2,88,77,33,1,3,A,9,22,38,19,0,D
73193,73194,18-30,Female,Beginner,25,15,7,65,93,17,83,8,3,C,0,30,26,12,17,D
18729,18730,18-30,Female,Beginner,9,6,19,87,9,66,16,0,1,C,12,19,31,13,20,D
30503,30504,18-30,Female,Beginner,31,10,7,4,92,40,9,0,0,B,17,18,11,16,24,R
54649,54650,18-30,Female,Beginner,38,10,23,45,37,64,92,9,4,A,18,21,48,4,20,R
33323,33324,18-30,Female,Beginner,20,13,15,49,70,29,50,3,4,B,4,30,41,7,1,R
65025,65026,18-30,Female,Beginner,48,6,7,46,4,87,82,0,0,A,3,24,17,0,30,R
54666,54667,18-30,Female,Beginner,12,29,18,23,65,97,79,6,2,B,0,20,44,19,23,D
37597,37598,18-30,Female,Beginner,32,15,15,95,83,89,56,2,2,C,18,18,25,7,13,D
33334,33335,18-30,Female,Beginner,15,26,9,82,79,6,50,1,2,A,1,9,28,13,16,D
54676,54677,18-30,Female,Beginner,7,8,13,12,5,64,44,6,0,B,8,16,28,3,0,R
82973,82974,18-30,Female,Beginner,0,4,3,32,59,63,11,10,0,A,13,34,15,8,11,D
33354,33355,18-30,Female,Beginner,50,8,9,9,65,100,65,3,1,A,0,22,39,18,7,D
33368,33369,18-30,Female,Beginner,17,19,17,10,30,79,82,7,2,C,6,15,9,1,28,R
82679,82680,18-30,Female,Beginner,12,2,16,89,66,58,22,9,3,C,15,23,41,0,15,D
54614,54615,18-30,Female,Beginner,41,17,12,92,8,32,31,8,1,A,18,26,24,14,18,R
30368,30369,18-30,Female,Beginner,39,24,4,78,73,23,51,8,2,B,0,23,49,18,28,R
33382,33383,18-30,Female,Beginner,9,23,24,15,99,85,79,3,4,C,2,4,6,3,7,R
33504,33505,18-30,Female,Beginner,37,20,3,98,85,55,8,10,2,B,1,10,21,12,8,R
37744,37745,18-30,Female,Beginner,41,20,24,48,12,43,97,7,4,B,0,9,33,8,21,R
26952,26953,18-30,Female,Beginner,1,30,4,15,94,19,11,8,2,A,17,20,26,10,23,R
44537,44538,18-30,Female,Beginner,22,11,22,82,84,62,34,0,4,B,5,25,33,4,5,D
30300,30301,18-30,Female,Beginner,29,5,15,36,3,38,94,10,4,C,12,4,50,19,18,D
30325,30326,18-30,Female,Beginner,18,22,7,26,81,79,2,4,0,B,9,14,50,10,16,D
74075,74076,18-30,Female,Beginner,33,12,15,18,86,90,9,1,2,C,11,23,41,9,15,D
83300,83301,18-30,Female,Beginner,12,24,12,67,99,22,91,7,0,C,14,29,32,1,26,D
62961,62962,18-30,Female,Beginner,8,20,3,62,20,34,68,9,2,B,6,6,30,8,5,D
27151,27152,18-30,Female,Beginner,7,25,7,17,37,97,39,7,4,B,14,16,6,20,29,R
27339,27340,18-30,Female,Beginner,36,20,24,100,61,96,58,8,4,B,5,29,40,13,17,D
26983,26984,18-30,Female,Beginner,18,7,10,85,67,82,30,5,3,C,5,31,3,12,11,R
26995,26996,18-30,Female,Beginner,42,18,21,70,62,64,76,2,1,A,14,7,18,19,0,R
54515,54516,18-30,Female,Beginner,18,1,19,94,5,87,93,6,0,A,12,14,0,7,30,R
66936,66937,18-30,Female,Beginner,6,28,19,43,82,24,66,8,1,B,9,15,49,8,11,R
64686,64687,18-30,Female,Beginner,40,5,2,68,65,30,31,10,0,B,8,31,47,10,8,R
16889,16890,18-30,Female,Beginner,29,6,20,84,33,0,75,8,1,C,16,32,49,11,1,D
44571,44572,18-30,Female,Beginner,27,3,21,97,36,18,20,10,3,B,15,13,6,1,13,R
37712,37713,18-30,Female,Beginner,46,26,22,73,43,50,26,5,3,C,5,36,27,17,0,R
64997,64998,18-30,Female,Beginner,48,20,21,72,75,0,90,2,4,B,0,34,45,11,26,R
82188,82189,18-30,Female,Beginner,8,29,23,74,84,55,51,3,0,C,3,30,36,18,26,D
64826,64827,18-30,Female,Beginner,24,11,1,94,30,40,74,6,3,C,18,30,24,18,15,D
44745,44746,18-30,Female,Beginner,41,13,2,25,66,85,78,9,2,B,8,33,9,9,18,R
53597,53598,18-30,Female,Beginner,31,8,22,75,28,75,73,3,0,B,11,28,31,13,6,D
64951,64952,18-30,Female,Beginner,13,27,2,93,36,7,84,1,1,B,16,30,16,0,13,D
27281,27282,18-30,Female,Beginner,23,28,12,90,41,95,56,5,3,C,17,11,39,12,27,R
30124,30125,18-30,Female,Beginner,4,13,1,87,45,66,73,0,4,C,7,14,36,16,20,D
66890,66891,18-30,Female,Beginner,18,11,24,13,4,98,50,9,0,B,2,5,36,16,18,D
27276,27277,18-30,Female,Beginner,9,7,6,23,0,28,99,5,1,C,4,8,9,19,0,D
44069,44070,18-30,Female,Beginner,41,14,22,90,31,90,83,2,1,B,6,15,10,18,14,D
44084,44085,18-30,Female,Beginner,49,0,4,85,5,28,14,3,1,A,9,17,17,18,8,R
44087,44088,18-30,Female,Beginner,41,30,9,37,72,90,25,9,1,A,11,33,11,15,23,D
86486,86487,18-30,Female,Beginner,46,7,23,78,75,14,80,4,0,A,1,2,34,13,27,R
73960,73961,18-30,Female,Beginner,26,12,12,53,7,48,18,10,0,C,12,14,7,7,12,R
33441,33442,18-30,Female,Beginner,42,16,20,77,78,58,37,3,0,C,11,14,27,12,16,D
83307,83308,18-30,Female,Beginner,42,15,7,93,65,8,47,2,4,A,15,29,27,20,2,D
33462,33463,18-30,Female,Beginner,24,8,12,92,79,0,56,10,0,B,1,10,1,20,25,D
66866,66867,18-30,Female,Beginner,19,0,6,99,69,7,70,7,4,B,13,18,41,3,13,D
44612,44613,18-30,Female,Beginner,34,6,5,59,88,54,66,8,0,B,14,1,35,14,22,D
64995,64996,18-30,Female,Beginner,4,14,14,21,77,48,73,1,2,A,10,13,34,12,24,D
66824,66825,18-30,Female,Beginner,21,11,1,76,94,8,77,0,0,C,10,18,23,16,17,R
54689,54690,18-30,Female,Beginner,14,10,20,8,46,11,79,0,4,B,9,28,28,1,12,R
54871,54872,18-30,Female,Beginner,48,17,8,30,22,35,73,9,2,A,5,1,16,11,25,D
16870,16871,18-30,Female,Beginner,1,22,25,32,4,66,99,9,0,C,18,33,37,17,2,R
66867,66868,18-30,Female,Beginner,46,2,6,94,8,8,85,3,2,C,13,13,19,10,7,R
83261,83262,18-30,Female,Beginner,3,15,16,32,68,69,30,0,4,B,17,9,15,14,8,D
53631,53632,18-30,Female,Beginner,35,7,17,36,45,100,23,6,1,C,5,23,32,17,25,D
64822,64823,18-30,Female,Beginner,34,22,17,87,7,3,64,5,1,A,8,18,42,12,3,D
37740,37741,18-30,Female,Beginner,14,21,19,14,7,21,43,0,0,A,16,11,29,19,27,D
27284,27285,18-30,Female,Beginner,20,10,19,67,89,50,99,5,4,C,15,20,43,8,28,D
83259,83260,18-30,Female,Beginner,48,10,23,42,5,92,84,1,2,B,3,2,15,13,0,D
66852,66853,18-30,Female,Beginner,4,4,20,31,39,76,92,5,2,B,5,22,40,20,13,D
30459,30460,18-30,Female,Beginner,37,24,22,96,88,36,15,6,1,B,8,11,23,16,9,D
37591,37592,18-30,Female,Beginner,34,17,18,54,30,19,22,2,3,A,5,15,48,6,10,D
54561,54562,18-30,Female,Beginner,49,13,3,25,83,50,63,9,2,C,3,4,7,12,9,D
66680,66681,18-30,Female,Beginner,33,15,19,96,19,48,20,10,3,A,6,24,27,6,5,R
33583,33584,18-30,Female,Beginner,12,20,1,40,65,88,90,2,4,C,13,16,8,10,1,R
82154,82155,18-30,Female,Beginner,13,2,0,56,51,55,13,3,2,B,7,18,19,10,7,R
82129,82130,18-30,Female,Beginner,0,23,19,42,10,80,5,1,3,B,15,23,34,11,24,D
44499,44500,18-30,Female,Beginner,49,28,25,10,70,82,90,10,0,A,3,10,42,13,25,R
30351,30352,18-30,Female,Beginner,37,4,24,14,27,40,81,10,3,C,5,9,21,14,1,D
54860,54861,18-30,Female,Beginner,28,3,25,92,62,30,4,3,4,B,16,5,3,15,9,R
63055,63056,18-30,Female,Beginner,17,20,13,0,73,69,44,6,3,C,16,14,19,12,3,R
37439,37440,18-30,Female,Beginner,17,14,3,89,73,28,91,4,4,B,0,16,11,5,2,D
44471,44472,18-30,Female,Beginner,12,20,11,90,49,54,50,5,2,A,4,17,2,8,1,D
26747,26748,18-30,Female,Beginner,1,10,7,99,12,90,81,0,4,A,0,18,5,11,25,R
31310,31311,18-30,Female,Beginner,36,10,4,71,94,81,48,6,0,B,1,1,48,11,29,D
54771,54772,18-30,Female,Beginner,27,8,11,63,52,11,29,0,0,B,17,3,2,10,26,D
86422,86423,18-30,Female,Beginner,17,17,20,42,21,40,9,6,4,B,18,0,41,14,30,D
73261,73262,18-30,Female,Beginner,49,1,3,17,73,72,51,8,4,C,10,26,30,2,22,D
26639,26640,18-30,Female,Beginner,33,23,8,74,74,10,35,2,4,A,14,32,29,8,5,R
83007,83008,18-30,Female,Beginner,49,20,7,38,15,40,62,0,3,C,18,9,3,7,7,D
46586,46587,18-30,Female,Beginner,6,17,10,23,85,90,81,3,2,B,7,20,12,8,21,R
54717,54718,18-30,Female,Beginner,26,4,20,67,98,36,9,0,3,C,2,4,46,17,27,D
83018,83019,18-30,Female,Beginner,45,12,16,57,38,9,80,6,4,C,12,10,44,17,9,D
73832,73833,18-30,Female,Beginner,19,5,12,14,34,24,8,7,2,A,7,8,5,2,14,R
46583,46584,18-30,Female,Beginner,19,18,1,72,8,66,90,9,3,A,13,11,10,2,23,D
54712,54713,18-30,Female,Beginner,0,20,7,84,88,69,96,3,4,B,1,19,32,6,0,D
35623,35624,18-30,Female,Beginner,37,12,21,69,36,25,3,3,2,C,10,21,1,8,17,D
64782,64783,18-30,Female,Beginner,34,3,3,61,11,22,23,4,4,B,5,34,1,13,20,R
26643,26644,18-30,Female,Beginner,24,23,24,72,59,40,55,0,0,A,15,28,38,11,0,R
73834,73835,18-30,Female,Beginner,10,7,5,98,45,64,80,7,3,C,0,15,42,0,9,D
26633,26634,18-30,Female,Beginner,49,7,16,42,12,92,16,7,0,B,16,3,15,3,26,D
54706,54707,18-30,Female,Beginner,14,12,14,14,90,82,31,8,4,C,16,2,26,1,28,D
26608,26609,18-30,Female,Beginner,31,16,18,60,86,94,9,0,1,B,5,10,1,8,25,R
66737,66738,18-30,Female,Beginner,18,6,22,98,19,81,57,1,2,B,6,19,42,9,24,D
35634,35635,18-30,Female,Beginner,14,8,21,64,99,79,25,9,3,C,11,17,15,1,10,D
54711,54712,18-30,Female,Beginner,39,15,2,67,24,43,94,10,1,B,11,0,0,19,11,R
44520,44521,18-30,Female,Beginner,48,15,1,100,48,3,39,4,4,B,15,7,42,11,4,D
54815,54816,18-30,Female,Beginner,3,15,25,8,30,18,95,2,1,B,1,36,20,13,2,R
44521,44522,18-30,Female,Beginner,26,22,4,18,83,98,13,4,2,C,4,35,13,10,10,R
54600,54601,18-30,Female,Beginner,11,16,22,47,7,16,69,2,1,B,17,12,27,3,1,D
64878,64879,18-30,Female,Beginner,6,16,23,68,80,19,95,1,2,A,14,36,42,1,5,R
44426,44427,18-30,Female,Beginner,23,3,17,87,93,6,78,0,0,B,6,25,43,7,26,D
27136,27137,18-30,Female,Beginner,40,12,21,86,70,96,23,0,3,A,4,30,50,14,20,D
27009,27010,18-30,Female,Beginner,7,4,13,9,26,35,81,6,3,B,6,11,50,19,25,D
44436,44437,18-30,Female,Beginner,39,3,18,79,14,79,43,5,0,A,4,24,45,15,11,R
74049,74050,18-30,Female,Beginner,20,5,20,65,98,74,12,3,3,B,0,30,27,3,5,R
63066,63067,18-30,Female,Beginner,37,20,9,84,80,2,4,5,2,A,5,23,10,14,22,D
82030,82031,18-30,Female,Beginner,21,21,12,79,38,46,33,4,2,B,14,34,36,1,16,R
83888,83889,18-30,Female,Beginner,25,2,24,71,69,90,56,1,4,A,17,13,46,3,12,D
27126,27127,18-30,Female,Beginner,49,0,9,88,100,76,85,0,4,B,6,29,7,9,9,R
86483,86484,18-30,Female,Beginner,1,24,5,94,45,94,98,1,4,A,1,16,25,8,6,R
54570,54571,18-30,Female,Beginner,31,23,7,88,94,42,30,0,0,C,8,0,19,4,17,D
66678,66679,18-30,Female,Beginner,20,18,17,80,28,74,96,4,3,A,17,1,43,9,19,R
26942,26943,18-30,Female,Beginner,24,5,11,79,27,46,87,9,1,C,15,7,3,19,15,R
33660,33661,18-30,Female,Beginner,48,26,25,29,3,84,77,5,0,B,6,26,27,0,8,R
33589,33590,18-30,Female,Beginner,24,13,22,20,70,57,7,2,3,B,18,35,17,17,9,D
27010,27011,18-30,Female,Beginner,11,23,2,98,37,48,2,7,2,A,18,24,17,17,4,D
73999,74000,18-30,Female,Beginner,26,24,24,66,75,100,21,9,4,B,2,11,29,6,20,R
82163,82164,18-30,Female,Beginner,26,22,13,48,11,73,85,5,0,A,9,11,34,3,20,D
44370,44371,18-30,Female,Beginner,3,20,8,7,74,49,4,7,4,A,2,33,31,3,9,R
30345,30346,18-30,Female,Beginner,38,8,9,20,25,57,1,1,1,A,11,20,46,4,13,R
44371,44372,18-30,Female,Beginner,42,0,3,20,40,60,35,7,3,A,10,24,35,19,9,R
26696,26697,18-30,Female,Beginner,43,6,3,13,24,77,57,6,0,A,17,5,25,11,19,D
37771,37772,18-30,Female,Beginner,38,5,22,86,41,68,83,7,3,C,1,15,45,19,11,R
30264,30265,18-30,Female,Beginner,24,4,0,51,85,60,38,1,0,A,12,25,47,15,11,D
66787,66788,18-30,Female,Beginner,28,22,13,43,70,8,26,0,2,A,5,13,19,15,13,D
16969,16970,18-30,Female,Beginner,10,1,9,88,88,61,70,6,0,C,15,14,18,4,21,R
64803,64804,18-30,Female,Beginner,14,0,12,83,64,24,93,4,3,A,18,24,21,8,1,R
82697,82698,18-30,Female,Beginner,27,20,7,68,79,41,41,9,4,C,2,20,15,2,19,D
16255,16256,18-30,Female,Beginner,30,18,12,86,37,19,85,6,0,A,13,16,25,17,27,R
44414,44415,18-30,Female,Beginner,21,26,8,70,41,54,72,5,3,B,0,36,29,19,9,R
44384,44385,18-30,Female,Beginner,28,23,1,57,16,100,92,6,2,C,9,18,0,3,18,R
66136,66137,18-30,Female,Beginner,50,12,22,68,16,10,64,8,0,C,15,11,5,5,29,D
16102,16103,18-30,Female,Beginner,50,8,4,63,10,38,91,10,4,B,6,25,6,13,4,D
82479,82480,18-30,Female,Beginner,9,23,2,0,8,44,84,4,0,B,7,22,7,4,0,D
65586,65587,18-30,Female,Beginner,35,20,2,51,71,42,18,4,1,B,18,35,18,5,26,D
17985,17986,18-30,Female,Beginner,3,26,19,18,54,14,96,6,0,A,12,10,19,11,14,D
28058,28059,18-30,Female,Beginner,47,16,21,1,21,59,61,6,0,C,13,36,2,10,12,R
82417,82418,18-30,Female,Beginner,10,15,24,4,57,67,100,4,2,C,15,4,42,4,15,D
66026,66027,18-30,Female,Beginner,23,10,21,70,16,31,40,9,3,C,5,12,0,8,18,R
71173,71174,18-30,Female,Beginner,39,29,18,15,56,68,32,0,4,B,3,6,12,2,2,D
70878,70879,18-30,Female,Beginner,37,8,25,67,68,25,66,10,4,B,1,17,24,3,20,D
18010,18011,18-30,Female,Beginner,16,28,25,37,86,81,89,2,0,B,2,22,14,0,10,R
65516,65517,18-30,Female,Beginner,40,14,11,83,92,46,46,1,1,C,15,17,23,10,3,R
28054,28055,18-30,Female,Beginner,16,25,21,99,3,79,43,6,0,C,0,16,27,5,8,R
66023,66024,18-30,Female,Beginner,9,11,8,36,6,98,26,1,4,C,14,17,17,18,3,R
30061,30062,18-30,Female,Beginner,17,4,11,84,12,13,77,5,3,C,6,2,9,9,11,D
35979,35980,18-30,Female,Beginner,7,4,13,61,21,22,46,2,1,A,13,7,41,4,6,D
34520,34521,18-30,Female,Beginner,13,8,23,81,30,78,4,1,1,B,7,31,24,11,27,D
27991,27992,18-30,Female,Beginner,31,2,15,26,62,18,7,7,2,B,0,33,3,14,26,R
74865,74866,18-30,Female,Beginner,47,27,4,7,92,87,26,4,2,B,2,7,26,20,28,D
71215,71216,18-30,Female,Beginner,41,10,10,86,74,60,100,6,2,B,13,16,43,1,2,R
17007,17008,18-30,Female,Beginner,40,1,19,21,43,31,41,5,4,C,2,25,35,6,5,R
84006,84007,18-30,Female,Beginner,25,0,2,96,42,74,46,10,4,B,3,8,9,13,24,R
84164,84165,18-30,Female,Beginner,21,0,22,49,73,22,7,3,4,B,14,27,41,17,29,R
17126,17127,18-30,Female,Beginner,34,19,10,62,17,13,33,0,0,A,10,35,50,2,8,R
16921,16922,18-30,Female,Beginner,3,23,25,45,74,10,39,9,4,C,1,35,22,13,8,R
18011,18012,18-30,Female,Beginner,36,0,5,25,64,48,0,6,2,C,6,24,34,15,14,R
36537,36538,18-30,Female,Beginner,41,15,17,83,81,80,13,1,0,B,0,28,27,3,11,R
45749,45750,18-30,Female,Beginner,49,20,3,48,42,92,42,3,1,A,5,15,27,3,22,R
45820,45821,18-30,Female,Beginner,15,28,5,49,26,41,72,9,2,C,0,17,43,18,22,D
73428,73429,18-30,Female,Beginner,33,20,19,95,13,70,22,0,3,A,0,1,45,11,9,D
74430,74431,18-30,Female,Beginner,11,5,3,30,30,59,73,5,4,C,16,5,31,3,21,D
30057,30058,18-30,Female,Beginner,10,4,16,17,39,83,88,9,3,C,9,27,20,10,13,R
30054,30055,18-30,Female,Beginner,3,10,17,36,31,72,56,7,4,C,11,28,23,3,11,R
73651,73652,18-30,Female,Beginner,0,6,4,4,16,36,87,3,0,B,8,21,27,5,8,D
71260,71261,18-30,Female,Beginner,45,6,10,77,98,40,68,5,3,C,15,2,42,18,22,D
70728,70729,18-30,Female,Beginner,47,20,0,49,55,7,20,0,4,C,8,10,34,10,6,D
74914,74915,18-30,Female,Beginner,1,18,8,11,5,94,8,4,0,A,4,5,3,2,12,D
66329,66330,18-30,Female,Beginner,18,24,5,90,42,27,41,4,1,B,9,23,39,20,20,D
36527,36528,18-30,Female,Beginner,11,10,5,85,94,63,61,0,2,B,13,0,40,1,27,D
33836,33837,18-30,Female,Beginner,50,28,11,42,26,18,49,3,2,C,6,8,11,16,17,R
35808,35809,18-30,Female,Beginner,31,19,3,55,25,32,11,9,4,A,1,31,22,16,4,R
73422,73423,18-30,Female,Beginner,1,18,4,51,54,75,1,4,3,B,7,18,29,17,15,D
64030,64031,18-30,Female,Beginner,20,28,5,21,70,8,47,10,0,B,5,1,34,11,23,R
29911,29912,18-30,Female,Beginner,17,26,12,89,80,41,26,0,3,B,15,31,2,3,25,R
74925,74926,18-30,Female,Beginner,40,18,6,57,17,84,1,2,3,C,16,2,25,9,8,R
35816,35817,18-30,Female,Beginner,28,28,8,75,24,17,75,1,3,C,0,29,45,4,24,R
33701,33702,18-30,Female,Beginner,9,9,21,69,55,51,9,6,0,C,2,33,17,13,3,R
83724,83725,18-30,Female,Beginner,17,30,8,19,89,36,67,7,2,A,8,3,36,14,5,R
66546,66547,18-30,Female,Beginner,49,24,2,67,32,30,46,8,3,C,4,13,17,3,22,D
16785,16786,18-30,Female,Beginner,42,28,3,78,77,94,36,10,2,C,12,10,5,1,14,R
46289,46290,18-30,Female,Beginner,25,11,2,73,50,43,89,9,0,C,8,32,19,16,30,D
65050,65051,18-30,Female,Beginner,37,28,5,22,54,100,5,10,4,C,0,25,31,11,3,R
45742,45743,18-30,Female,Beginner,0,9,15,57,12,57,76,3,2,C,10,19,42,0,15,R
65895,65896,18-30,Female,Beginner,15,8,20,36,71,13,32,10,4,C,17,14,17,0,4,R
29953,29954,18-30,Female,Beginner,46,29,0,70,100,58,93,2,1,A,8,32,27,13,20,D
73616,73617,18-30,Female,Beginner,36,15,5,73,86,86,32,7,3,A,10,1,6,6,8,D
81549,81550,18-30,Female,Beginner,37,18,12,60,35,21,5,1,1,C,9,12,16,9,10,R
34517,34518,18-30,Female,Beginner,28,29,7,11,58,19,46,2,0,A,16,11,18,12,10,D
30049,30050,18-30,Female,Beginner,1,18,25,38,55,30,24,3,3,C,10,18,6,16,6,R
